,link,dep_day,dep_time,dep_city,dep_lat,dep_long,dep_addr,arr_city,arr_lat,arr_long,arr_addr,price,distance,seatsleft,seats,trip_id,stops,bookmode,booktype
31,https://www.blablacar.it/passaggio-milano-trieste-768672165,2017-06-19,19:30:00,Milano,45.4651056,9.1952876,"Galleria del Corso, 1, 20122 Milano, Italia",Trieste,45.654373169,13.776168823,"Piazza Oberdan, Trieste",19.5,418,1,1,768672165-milano-trieste,"[Milano, Trieste]",auto,online
32,https://www.blablacar.it/passaggio-milano-cikovici-695611390,2017-06-19,22:00:48,Milano,45.4654219,9.1859243,"Milano, Italija",Ćikovići,45.355167,14.351972,"Vrata Jadrana, Rijeka",14.0,492,2,2,695611390-milano-cikovici,"[Milano, Ćikovići]",none,no_booking
33,https://www.blablacar.it/passaggio-milano-malpensa-aeroporto-terminal-1-ferno-va-770671075,2017-06-20,14:00:00,Milano,45.4818609,9.1643593,"Corso Sempione, Milano, MI","Malpensa Aeroporto Terminal 1, Ferno, VA",45.627237,8.711096,"Malpensa Aeroporto Terminal 1, Ferno, VA",4.0,47,4,4,770671075-milano-malpensa-aeroporto-terminal-1-ferno-va,[Milano],manual,online
34,https://www.blablacar.it/passaggio-milan-briancon-762026700,2017-06-22,08:00:00,Milano,45.458626,9.181873,"Milano, Italie",Briançon,44.88932,6.6327085,"BRIANCON - Gare SNCF, Briançon",16.5,263,2,2,762026700-milan-briancon,"[Milano, Briançon, Alès]",manual,online
35,https://www.blablacar.it/passaggio-milan-trente-italie-769454125,2017-06-22,11:30:00,Milano,45.4654219,9.1859243,"Milan, Italie","Trente, Italie",46.0512004,11.1175392,"Trente, Italie",10.5,229,2,2,769454125-milan-trente-italie,"[Chamonix-Mont-Blanc, Milano]",manual,online
36,https://www.blablacar.it/passaggio-milano-pesaro-772023340,2017-06-23,08:00:00,Milano,45.4654219,9.1859243,"milano,",Pesaro,43.9064821,12.8897899,"Via Numana, Pesaro, PU",23.0,361,4,4,772023340-milano-pesaro,"[Milano, Pesaro]",manual,online
37,https://www.blablacar.it/passaggio-milan-chamonix-mont-blanc-768875680,2017-06-23,12:30:00,Milano,45.4654219,9.1859243,"Milan, Italie",Chamonix-Mont-Blanc,45.923697,6.869433,Chamonix-Mont-Blanc,16.5,242,1,1,768875680-milan-chamonix-mont-blanc,"[Lubiana, Milano, Chamonix-Mont-Blanc, Gex]",manual,online
38,https://www.blablacar.it/passaggio-milano-piacenza-724546159,2017-06-23,14:40:00,Milano,45.46549,9.18588,"Milano, MI",Piacenza,45.0474399,9.6865865,"Piacenza, PC",7.5,73,2,2,724546159-milano-piacenza,"[Saronno, Milano, Piacenza, Firenze]",manual,online
39,https://www.blablacar.it/passaggio-milano-castione-705233513,2017-06-23,20:20:00,Milano,45.4654219,9.1859243,"Milano, MI",Castione,46.1728641,9.7995939,Sondrio,8.5,130,3,3,705233513-milano-castione,"[Firenze, Milano, Castione]",auto,online
40,https://www.blablacar.it/passaggio-milano-parma-769106260,2017-06-24,06:00:00,Milano,45.4532304,9.1702434,"Piazzale Stazione Genova, Milano, MI",Parma,44.8385254,10.3443208,"A1, Parma, PR",8.5,126,2,2,769106260-milano-parma,"[Milano, Parma, Rocca Di Papa]",manual,online
41,https://www.blablacar.it/passaggio-milan-basel-736681450,2017-06-24,19:30:00,Milano,45.46549,9.18588,"Milan, Metropolitan City of Milan, Italy",Basilea,47.5595839,7.5882434,"Basel, Switzerland",31.5,344,3,3,736681450-milan-basel,"[Ancona, Milano, Basilea, Calais]",manual,online
42,https://www.blablacar.it/passaggio-milano-genova-742387115,2017-06-25,09:10:00,Milano,45.4654219,9.1859243,"Milano, MI",Genova,44.4060093,8.9465357,"Genova, GE",12.0,148,3,3,742387115-milano-genova,"[Sondrio, Milano, Genova]",auto,online
43,https://www.blablacar.it/passaggio-milan-aoste-769454225,2017-06-25,17:20:00,Milano,45.4654219,9.1859243,"Milan, Italie",Aosta,45.7349551,7.3130762,"Aoste, Vallée d'Aoste, Italie",8.5,199,2,2,769454225-milan-aoste,"[Milano, Aosta, Chamonix-Mont-Blanc]",manual,online
44,https://www.blablacar.it/passaggio-milano-bologna-705233518,2017-06-26,18:40:00,Milano,45.4654219,9.1859243,"Milano, MI",Bologna,44.494887,11.3426163,"Bologna, BO",13.0,215,3,3,705233518-milano-bologna,"[Castione, Milano, Bologna, Firenze]",auto,online
45,https://www.blablacar.it/passaggio-milano-iasi-633645700,2017-06-26,09:10:00,Milano,45.4654219,9.1859243,"Milano, Italia",Iași,47.1584549,27.6014418,"Iași, România",55.0,1798,3,3,633645700-milano-iasi,"[Milano, Iași]",none,no_booking
46,https://www.blablacar.it/passaggio-milano-asti-734269010,2017-06-27,23:00:00,Milano,45.475732,9.1378105,"San Siro, Milano, MI",Asti,44.9007728,8.2064208,"Asti, AT",12.0,137,3,3,734269010-milano-asti,"[Milano, Asti]",manual,online
47,https://www.blablacar.it/passaggio-milan-turin-768525370,2017-06-30,13:20:00,Milano,45.4654219,9.1859243,Milan,Torino,45.070312,7.6868565,Turin,6.5,146,2,2,768525370-milan-turin,"[Venezia, Milano, Torino, Lione]",manual,online
48,https://www.blablacar.it/passaggio-milano-francoforte-628792203,2017-06-30,16:00:00,Milano,45.4654219,9.1859243,"Milano, Italia",Francoforte,50.1109221,8.6821267,"Francoforte, Germania",44.5,665,3,3,628792203-milano-francoforte,"[Milano, Francoforte]",manual,online
