,Unnamed: 0,link,dep_day,dep_time,dep_city,dep_lat,dep_long,dep_addr,arr_city,arr_lat,arr_long,arr_addr,price,distance,seatsleft,seats,trip_id,stops,bookmode,booktype
3911,3911,https://www.blablacar.it/passaggio-milano-padova-725054399,2017-01-21,09:30:00,Milano,45.4811142,9.1620024,"Domodossola, Milano, MI",Padova,45.416117,11.933266,"Padova Est (Sheraton), Padova",14.0,245,2,2,725054399-milano-padova,"[Milano, Padova]",manual,online
3912,3912,https://www.blablacar.it/passaggio-milano-prato-727324945,2017-01-21,09:30:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Prato,43.8777049,11.102228,"Prato, PO, Italia",18.5,297,3,3,727324945-milano-prato,"[Milano, Prato]",auto,online
3913,3913,https://www.blablacar.it/passaggio-milan-bergamo-725915154,2017-01-21,09:30:01,Milano,45.4842475,9.2348298,"Lambrate Fs, 20131 Milano, Italy",Bergamo,45.6982642,9.6772698,"Bergamo, Province of Bergamo, Italy",5.5,49,2,3,725915154-milan-bergamo,"[Milano, Bergamo, Carpenedolo]",manual,online
3914,3914,https://www.blablacar.it/passaggio-milano-pietra-ligure-727230114,2017-01-21,09:30:14,Milano,45.465423584,9.18592453,"Milano, MI, Italia",Pietra Ligure,44.1518066,8.2705298,"Pietra Ligure, SV, Italia",14.0,200,1,2,727230114-milano-pietra-ligure,"[Milano, Pietra Ligure]",auto,online
3915,3915,https://www.blablacar.it/passaggio-milan-serravalle-scrivia-727216504,2017-01-21,09:40:00,Milano,45.4654219,9.1859243,milano,Serravalle Scrivia,44.7232084,8.8574005,"Serravalle Scrivia, Alexandrie, Italie",7.5,96,3,3,727216504-milan-serravalle-scrivia,"[Legnano, Milano, Serravalle Scrivia]",manual,online
3916,3916,https://www.blablacar.it/passaggio-milano-torino-726571164,2017-01-21,10:00:00,Milano,45.437393188,9.168777466,"Famagosta M2, Milan",Torino,45.062484741,7.678756714,"Porta Nuova, Turin",9.5,170,1,2,726571164-milano-torino,"[Milano, Torino]",auto,online
3917,3917,https://www.blablacar.it/passaggio-milano-la-spezia-724256759,2017-01-21,10:00:00,Milano,45.4373703,9.164823532,"Famagosta, Milano, MI, Italia",La Spezia,44.102451324,9.824082375,"La Spezia, SP, Italia",12.0,225,1,3,724256759-milano-la-spezia,"[Milano, La Spezia]",auto,online
3918,3918,https://www.blablacar.it/passaggio-milano-padova-726871934,2017-01-21,10:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Padova,45.4064349,11.8767611,"Padova, PD",14.0,245,3,3,726871934-milano-padova,"[Milano, Padova]",auto,online
3919,3919,https://www.blablacar.it/passaggio-milano-verona-726034444,2017-01-21,10:00:00,Milano,45.447078705,9.209874153,"Piazzale Lodi, Milano, MI, Italia",Verona,45.43838501,10.991621971,"Verona, VR, Italia",15.0,166,2,2,726034444-milano-verona,"[Milano, Verona]",manual,online
3920,3920,https://www.blablacar.it/passaggio-milano-la-spezia-725735949,2017-01-21,10:00:00,Milano,45.4457383,9.2130018,"Corso Lodi, Milano, MI, Italia",La Spezia,44.1024504,9.8240826,"La Spezia, SP, Italia",17.5,219,2,4,725735949-milano-la-spezia,"[Milano, La Spezia, Massa]",auto,online
3921,3921,https://www.blablacar.it/passaggio-milano-siena-727042554,2017-01-21,10:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Siena,43.3188553,11.3303512,"Siena, SI",23.0,372,3,3,727042554-milano-siena,"[Milano, Siena]",manual,online
3922,3922,https://www.blablacar.it/passaggio-milano-torino-726517189,2017-01-21,10:00:03,Milano,45.4913078,9.2370671,"Piazzale Udine, 20132 Milano, Italia",Torino,45.074091,7.668519,"Porta Susa, Turin",9.5,155,1,1,726517189-milano-torino,"[Milano, Torino, Chianocco]",manual,online
3923,3923,https://www.blablacar.it/passaggio-milano-como-725054469,2017-01-21,10:20:00,Milano,45.437728,9.168557,"Famagosta M2, Milano, MI, Italia",Como,45.7992814,9.092748,"Como, CO, Italia",5.5,60,2,2,725054469-milano-como,"[Genova, Milano, Como]",manual,online
3924,3924,https://www.blablacar.it/passaggio-milano-parma-725375224,2017-01-21,10:20:00,Milano,45.505577087,9.159179688,"Bovisa, Milano, MI",Parma,44.801483154,10.327903748,"Parma, PR",9.5,149,3,3,725375224-milano-parma,"[Milano, Parma]",auto,online
3925,3925,https://www.blablacar.it/passaggio-milano-verona-725735804,2017-01-21,10:20:00,Milano,45.465423584,9.18592453,"Milano, MI, Italia",Verona,45.43838501,10.991621971,"Verona, VR, Italia",10.5,160,1,2,725735804-milano-verona,"[Milano, Verona, Legnago]",auto,online
3926,3926,https://www.blablacar.it/passaggio-milano-alessandria-726885389,2017-01-21,10:30:00,Milano,45.4514341,9.2034002,"Porta Romana, Milano, MI",Alessandria,44.9072727,8.6116796,"Alessandria, AL",6.5,90,3,3,726885389-milano-alessandria,"[Milano, Alessandria, Bra]",auto,online
3927,3927,https://www.blablacar.it/passaggio-milano-alessandria-723844164,2017-01-21,10:30:00,Milano,45.46549,9.18588,"Milano, MI",Alessandria,44.9072727,8.6116796,"Alessandria, AL",6.5,95,1,2,723844164-milano-alessandria,"[Milano, Alessandria]",auto,online
3928,3928,https://www.blablacar.it/passaggio-milano-jesi-726136524,2017-01-21,10:30:18,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Jesi,43.5270861,13.2463797,"Jesi, AN, Italia",31.5,431,3,3,726136524-milano-jesi,"[Milano, Jesi]",manual,online
3929,3929,https://www.blablacar.it/passaggio-milano-padova-723149329,2017-01-21,10:40:00,Milano,45.46549,9.18588,"Milano, MI",Padova,45.4064349,11.8767611,"Padova, PD",15.0,245,2,2,723149329-milano-padova,"[Saronno, Milano, Padova]",manual,online
3930,3930,https://www.blablacar.it/passaggio-milano-bologna-727328650,2017-01-21,10:50:27,Milano,45.437393188,9.168777466,"Famagosta M2, Milan",Bologna,44.494887,11.3426163,"Bologna, Italia",13.0,215,2,2,727328650-milano-bologna,"[Turate, Milano, Bologna]",auto,online
3931,3931,https://www.blablacar.it/passaggio-milano-alessandria-al-italia-726844264,2017-01-21,11:00:00,Milano,45.480033875,9.142841339,"Piazzale Lorenzo Lotto, Milano, MI, Italia","Alessandria, AL, Italia",44.817558289,8.704662323,"Alessandria, AL, Italia",7.5,99,1,2,726844264-milano-alessandria-al-italia,"[Milano, Acqui Terme]",manual,online
3932,3932,https://www.blablacar.it/passaggio-milano-torino-726993154,2017-01-21,11:00:00,Milano,45.48141,9.1620832,"Via Domodossola, Milano, MI",Torino,45.0716228,7.6659039,"Torino Porta Susa, Corso Bolzano, Torino, TO",10.5,140,3,3,726993154-milano-torino,"[Milano, Torino]",manual,online
3933,3933,https://www.blablacar.it/passaggio-milano-aosta-726647769,2017-01-21,11:00:00,Milano,45.504699707,9.180009842,"Dergano M3, Milano, MI",Aosta,45.734298706,7.322309971,"Stazione FS, Piazza Manzetti, Aosta, AO",17.5,183,3,3,726647769-milano-aosta,"[Milano, Aosta]",manual,online
3934,3934,https://www.blablacar.it/passaggio-milano-lugano-725921764,2017-01-21,11:00:06,Milano,45.4654219,9.1859243,"Milano, Italia",Lugano,46.0036778,8.951052,"Lugano, Svizzera",7.5,80,3,3,725921764-milano-lugano,"[Milano, Lugano, Zurigo]",manual,online
3935,3935,https://www.blablacar.it/passaggio-milano-alessandria-727401535,2017-01-21,11:00:15,Milano,45.437393188,9.168777466,"Famagosta M2, Milan",Alessandria,44.9072727,8.6116796,"Alessandria AL, Italia",5.5,86,3,3,727401535-milano-alessandria,"[Milano, Alessandria, Alba]",auto,online
3936,3936,https://www.blablacar.it/passaggio-milan-basel-722482164,2017-01-21,11:00:58,Milano,45.4856799,9.2037979,"Stazione Centrale di Milano, Milano, MI",Basilea,47.5595986,7.5885761,"Basilea, Svizzera",32.5,344,1,1,722482164-milan-basel,"[Milano, Basilea, Londra]",manual,online
3937,3937,https://www.blablacar.it/passaggio-milano-genova-725250014,2017-01-21,11:30:00,Milano,45.4842567,9.1665183,"Piazza Gerusalemme, Milano, MI",Genova,44.3813621,9.0397883,"Genova Nervi, Genova, GE",12.0,154,2,2,725250014-milano-genova,"[Milano, Genova]",manual,online
3938,3938,https://www.blablacar.it/passaggio-milano-aosta-726534004,2017-01-21,11:30:00,Milano,45.4654219,9.1859243,"Milano, MI",Aosta,45.7349551,7.3130762,"Aosta, AO",14.0,186,3,3,726534004-milano-aosta,"[Milano, Aosta]",manual,online
3939,3939,https://www.blablacar.it/passaggio-milano-breuil-cervinia-726542469,2017-01-21,11:30:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Breuil-Cervinia,45.9337002,7.629205,"Breuil-Cervinia, AO, Italia",14.0,189,1,1,726542469-milano-breuil-cervinia,"[Milano, Breuil-Cervinia]",manual,online
3940,3940,https://www.blablacar.it/passaggio-milano-sanremo-726940489,2017-01-21,11:30:00,Milano,45.4654219,9.1859243,"Milano, Italia",Sanremo,43.8159671,7.7760567,"18038 Sanremo IM, Italia",17.5,270,1,2,726940489-milano-sanremo,"[Milano, Sanremo]",manual,online
3941,3941,https://www.blablacar.it/passaggio-mailand-turin-727132914,2017-01-21,11:40:00,Milano,45.4654219,9.1859243,"Mailand, Italien",Torino,45.074091,7.668519,"Porta Susa, Turin",6.5,144,2,3,727132914-mailand-turin,"[Milano, Torino]",auto,online
3942,3942,https://www.blablacar.it/passaggio-milano-varese-725945894,2017-01-21,12:00:00,Milano,45.465423584,9.18592453,"Milano, Italia",Varese,45.820598602,8.825057983,"21100 Varese VA, Italia",5.5,60,4,4,725945894-milano-varese,"[Ravenna, Milano, Varese]",manual,online
3943,3943,https://www.blablacar.it/passaggio-milano-courmayeur-726967284,2017-01-21,12:00:37,Milano,45.47903,9.1443735,"Lotto M1-M5, Milan",Courmayeur,45.7969221,6.9689626,"11013 Courmayeur AO, Italia",14.0,214,1,2,726967284-milano-courmayeur,"[Milano, Courmayeur]",manual,online
3944,3944,https://www.blablacar.it/passaggio-milano-savona-726623669,2017-01-21,12:00:50,Milano,45.4372427,9.1681331,"Famagosta, 20142 Milano, Italia",Savona,44.2975603,8.4645,"17100 Savona SV, Italia",12.0,171,1,2,726623669-milano-savona,"[Milano, Savona]",manual,online
3945,3945,https://www.blablacar.it/passaggio-milano-parma-725054444,2017-01-21,12:30:00,Milano,45.465423584,9.18592453,"Milano, MI, Italia",Parma,44.801483154,10.327903748,"Parma, PR, Italia",9.5,132,3,3,725054444-milano-parma,"[Milano, Parma]",manual,online
3946,3946,https://www.blablacar.it/passaggio-milano-brescia-727433815,2017-01-21,12:40:00,Milano,45.4856697,9.2387667,"Lambrate M2, Milan",Brescia,45.5415526,10.2118019,"Brescia, BS",7.5,84,4,4,727433815-milano-brescia,"[Milano, Brescia, Desenzano Del Garda]",manual,online
3947,3947,https://www.blablacar.it/passaggio-milano-orio-al-serio-aeroporto-orio-al-serio-bg-727324955,2017-01-21,12:50:00,Milano,45.4654219,9.1859243,"Milano, MI","Orio al Serio - Aeroporto, Orio al serio, BG",45.6659203,9.6953431,"Orio al Serio - Aeroporto, Orio al serio, BG",5.5,51,3,3,727324955-milano-orio-al-serio-aeroporto-orio-al-serio-bg,"[Parma, Milano]",manual,online
3948,3948,https://www.blablacar.it/passaggio-milano-piacenza-724135399,2017-01-21,13:00:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Piacenza,45.052619934,9.692984581,Piacenza,5.5,71,3,4,724135399-milano-piacenza,"[Milano, Piacenza, Rimini]",manual,online
3949,3949,https://www.blablacar.it/passaggio-milano-parma-724200094,2017-01-21,13:00:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Parma,44.801483154,10.327903748,Parma,9.5,132,1,3,724200094-milano-parma,"[Milano, Parma, Rimini]",manual,online
3950,3950,https://www.blablacar.it/passaggio-milano-bologna-724446334,2017-01-21,13:00:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Bologna,44.494887,11.3426163,"Bologna, BO, Italia",16.5,216,1,3,724446334-milano-bologna,"[Milano, Bologna]",auto,online
3951,3951,https://www.blablacar.it/passaggio-milano-gorizia-726463454,2017-01-21,13:00:00,Milano,45.457179,9.2054826,"Viale Monte Nero, Milano, MI",Gorizia,45.933307,13.606932,"Gorizia Centrale, Gorizia, GO",25.0,401,2,2,726463454-milano-gorizia,"[Milano, Gorizia]",manual,online
3952,3952,https://www.blablacar.it/passaggio-milano-la-celle-sous-gouzon-727055074,2017-01-21,13:00:00,Milano,45.4839709,9.2060969,"Milano Centrale, Milano, MI",La Celle-Sous-Gouzon,46.227638,2.213749,"Francia, Francia",42.5,706,3,3,727055074-milano-la-celle-sous-gouzon,"[Milano, La Celle-Sous-Gouzon]",manual,online
3953,3953,https://www.blablacar.it/passaggio-milano-parma-727132929,2017-01-21,13:20:00,Milano,45.4654219,9.1859243,Milano,Parma,44.801485,10.3279036,Parma,8.5,132,2,3,727132929-milano-parma,"[Milano, Parma, Bologna]",manual,online
3954,3954,https://www.blablacar.it/passaggio-milano-parma-726188999,2017-01-21,13:30:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Parma,44.801485,10.3279036,"Parma, Italia",8.5,132,3,3,726188999-milano-parma,"[Biella, Milano, Parma, Bologna]",manual,online
3955,3955,https://www.blablacar.it/passaggio-milano-biella-725435929,2017-01-21,13:50:00,Milano,45.4654219,9.1859243,"Milano, MI",Biella,45.5785611,8.036505,"Biella, BI",5.5,111,4,4,725435929-milano-biella,"[Padova, Milano, Biella]",manual,online
3956,3956,https://www.blablacar.it/passaggio-milano-parma-724942374,2017-01-21,13:50:00,Milano,45.4654219,9.1859243,"Milano, MI",Parma,44.801485,10.3279036,"Parma, PR",9.5,132,3,3,724942374-milano-parma,"[Kreuzlingen, Milano, Parma, Lucca]",manual,online
3957,3957,https://www.blablacar.it/passaggio-milan-genes-726875664,2017-01-21,14:00:00,Milano,45.4654219,9.1859243,"Milan, Italie",Genova,44.4056499,8.946256,"Gênes, Italie",9.5,148,4,4,726875664-milan-genes,"[Milano, Genova]",manual,online
3958,3958,https://www.blablacar.it/passaggio-milano-reggio-emilia-727720685,2017-01-21,14:00:00,Milano,45.465423584,9.18592453,"Milano, MI, Italia",Reggio Emilia,44.698993683,10.629686356,"Reggio Emilia, RE, Italia",10.5,155,3,3,727720685-milano-reggio-emilia,"[Milano, Reggio Emilia]",auto,online
3959,3959,https://www.blablacar.it/passaggio-milano-parma-723847419,2017-01-21,14:10:32,Milano,45.4404073,9.2238698,"Corvetto, Milano, MI",Parma,44.801485,10.3279036,Parma,7.5,121,2,2,723847419-milano-parma,"[Milano, Parma, Bologna]",manual,online
3960,3960,https://www.blablacar.it/passaggio-milano-brescia-719885854,2017-01-21,14:20:32,Milano,45.4654219,9.1859243,"Milano, Italia",Brescia,45.5415526,10.2118019,"Brescia BS, Italia",6.5,96,1,2,719885854-milano-brescia,"[Malvaglio, Milano, Brescia, Monteforte D'alpone]",manual,online
3961,3961,https://www.blablacar.it/passaggio-milano-lecco-724834184,2017-01-21,14:30:00,Milano,45.484249115,9.234829903,"Lambrate Fs, Milano, MI",Lecco,45.938293457,9.385728836,Lecco,5.5,77,3,3,724834184-milano-lecco,"[Milano, Ponte In Valtellina]",manual,online
3962,3962,https://www.blablacar.it/passaggio-milano-carpi-727170899,2017-01-21,14:30:00,Milano,45.4861631,9.2163838,"Piazzale Loreto, Milano, MI",Carpi,44.7838779,10.8796629,"Carpi, MO",12.0,183,4,4,727170899-milano-carpi,"[Milano, Carpi]",auto,online
3963,3963,https://www.blablacar.it/passaggio-milano-san-lazzaro-di-savena-723062184,2017-01-21,14:30:00,Milano,45.486316681,9.21622467,"Piazzale Loreto, Milano, MI, Italia",San Lazzaro Di Savena,44.468975067,11.421815872,"San Lazzaro di Savena, BO, Italia",12.0,226,3,3,723062184-milano-san-lazzaro-di-savena,"[Milano, San Lazzaro Di Savena]",auto,online
3964,3964,https://www.blablacar.it/passaggio-milano-brescia-727360480,2017-01-21,14:30:33,Milano,45.4514341,9.2034002,"Porta Romana, 20135 Milano, Italia",Brescia,45.532868,10.213129,"Stazione ferroviaria, Brescia",7.5,104,3,3,727360480-milano-brescia,"[Milano, Brescia]",manual,online
3965,3965,https://www.blablacar.it/passaggio-milano-parma-723333519,2017-01-21,14:30:41,Milano,45.437393188,9.168777466,"Famagosta M2, Milan",Parma,44.801485,10.3279036,"Parma PR, Italia",8.5,128,2,2,723333519-milano-parma,"[Milano, Parma, Mirandola]",manual,online
3966,3966,https://www.blablacar.it/passaggio-milano-genova-727422660,2017-01-21,15:00:00,Milano,45.4344477,9.1732753,"Largo Promessi Sposi, 9, 20142 Milano, Italia",Genova,44.4168921,8.9215322,"Genova Piazza Principe, Genova, GE, Italia",7.5,139,1,3,727422660-milano-genova,"[Milano, Genova]",manual,online
3967,3967,https://www.blablacar.it/passaggio-milano-pinerolo-726653934,2017-01-21,15:00:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Pinerolo,44.8845906,7.3306676,"Pinerolo, TO, Italia",14.0,189,3,3,726653934-milano-pinerolo,"[Milano, Pinerolo, Torre Pellice]",manual,online
3968,3968,https://www.blablacar.it/passaggio-milano-venezia-727614820,2017-01-21,15:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Venezia,45.4823244,12.2339898,"Mestre FS, Venezia, VE",16.5,263,2,2,727614820-milano-venezia,"[Milano, Venezia, San Donà Di Piave]",auto,online
3969,3969,https://www.blablacar.it/passaggio-milano-imperia-724684164,2017-01-21,15:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Imperia,43.941866,7.8286368,Imperia,18.5,276,2,3,724684164-milano-imperia,"[Milano, Bordighera]",auto,online
3970,3970,https://www.blablacar.it/passaggio-milano-venezia-725112644,2017-01-21,15:00:06,Milano,45.484579,9.204914,"Stazione Centrale, Milan",Venezia,45.482711792,12.231216431,"Stazione di Mestre, Venice",17.5,261,1,3,725112644-milano-venezia,"[Milano, Venezia, Monfalcone]",manual,online
3971,3971,https://www.blablacar.it/passaggio-milano-nizza-723807334,2017-01-21,15:00:13,Milano,45.4654219,9.1859243,"Milano, Italia",Nizza,43.7101728,7.2619532,"Nizza, Francia",28.5,318,1,4,723807334-milano-nizza,"[Cremona, Milano, Nizza, Sète]",auto,online
3972,3972,https://www.blablacar.it/passaggio-milano-alessandria-724543734,2017-01-21,15:00:34,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Alessandria,44.9072727,8.6116796,"Alessandria, Italia",6.5,95,2,3,724543734-milano-alessandria,"[Milano, Alessandria]",manual,online
3973,3973,https://www.blablacar.it/passaggio-milano-perugia-720998929,2017-01-21,15:20:00,Milano,45.46549,9.18588,"Milano, MI",Perugia,43.1107168,12.3908279,"Perugia, PG",25.0,452,1,3,720998929-milano-perugia,"[Milano, Perugia, Foligno]",manual,online
3974,3974,https://www.blablacar.it/passaggio-milano-brescia-727761055,2017-01-21,15:30:00,Milano,45.4621099,9.2310372,"Viale Corsica, Milano, MI, Italia",Brescia,45.5415526,10.2118019,"Brescia, BS, Italia",6.5,87,2,2,727761055-milano-brescia,"[Milano, Brescia]",manual,online
3975,3975,https://www.blablacar.it/passaggio-milano-pietra-ligure-727657095,2017-01-21,15:30:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Pietra Ligure,44.1518066,8.2705298,"Pietra Ligure, SV, Italia",14.0,200,3,3,727657095-milano-pietra-ligure,"[Milano, Pietra Ligure]",manual,online
3976,3976,https://www.blablacar.it/passaggio-milan-rome-727431225,2017-01-21,15:40:00,Milano,45.4654219,9.1859243,"Milan, Italie",Roma,41.9027835,12.4963655,"Rome, Italie",41.5,573,3,3,727431225-milan-rome,"[Vincennes, Milano, Roma, Napoli]",auto,online
3977,3977,https://www.blablacar.it/passaggio-milano-la-spezia-725491819,2017-01-21,15:40:33,Milano,45.437393188,9.168777466,"Famagosta M2, Milan",La Spezia,44.11111,9.813586,"Stazione centrale, La Spezia",16.5,225,2,2,725491819-milano-la-spezia,"[Milano, La Spezia]",auto,online
3978,3978,https://www.blablacar.it/passaggio-milano-imperia-724600119,2017-01-21,15:40:35,Milano,45.4654219,9.1859243,"Milano, Italia",Imperia,43.8896857,8.039517,"18100 Imperia IM, Italia",17.5,238,1,3,724600119-milano-imperia,"[Varese, Milano, Imperia]",manual,online
3979,3979,https://www.blablacar.it/passaggio-milano-parma-723267284,2017-01-21,16:00:00,Milano,45.4654219,9.1859243,"Milano, Italia",Parma,44.801485,10.3279036,"Parma PR, Italia",7.5,128,2,3,723267284-milano-parma,"[Menaggio, Milano, Parma, Prato]",manual,online
3980,3980,https://www.blablacar.it/passaggio-milano-parma-727138099,2017-01-21,16:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Parma,44.801485,10.3279036,"Parma, PR",8.5,128,2,2,727138099-milano-parma,"[Lecco, Milano, Parma, Grosseto]",manual,online
3981,3981,https://www.blablacar.it/passaggio-milano-parma-727605420,2017-01-21,16:00:00,Milano,45.4596714,9.1306695,"Primaticcio M1, Milano, MI",Parma,44.801485,10.3279036,"Parma, PR",8.5,136,3,3,727605420-milano-parma,"[Milano, Parma]",auto,online
3982,3982,https://www.blablacar.it/passaggio-milano-udine-727100684,2017-01-21,16:00:00,Milano,45.4648695,9.2144891,"Via Fratelli Bronzetti, 26, Milano, MI, Italia",Udine,46.0572175,13.2427714,"Stazione Udine, Udine, UD, Italia",23.0,379,3,3,727100684-milano-udine,"[Milano, Udine]",manual,online
3983,3983,https://www.blablacar.it/passaggio-milano-cervia-727095244,2017-01-21,16:00:51,Milano,45.4858877,9.2042827,"Milano Centrale, Piazza Duca d'Aosta, 1, 20124 Milano, Italia",Cervia,44.2635492,12.3476822,"48015 Cervia RA, Italia",19.5,316,1,1,727095244-milano-cervia,"[Milano, Cervia]",manual,online
3984,3984,https://www.blablacar.it/passaggio-milano-cernobbio-725789979,2017-01-21,16:10:50,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Cernobbio,45.8403609,9.0753065,"Cernobbio, CO, Italia",5.5,56,4,4,725789979-milano-cernobbio,"[Albenga, Milano, Cernobbio]",manual,online
3985,3985,https://www.blablacar.it/passaggio-milano-san-pietro-al-natisone-716947114,2017-01-21,16:30:00,Milano,45.4654219,9.1859243,"Milano, Italia",San Pietro Al Natisone,46.1255285,13.4839263,"33049 San Pietro Al Natisone UD, Italia",23.0,417,1,2,716947114-milano-san-pietro-al-natisone,"[Milano, San Pietro Al Natisone]",auto,online
3986,3986,https://www.blablacar.it/passaggio-mailand-brescia-727674560,2017-01-21,17:00:00,Milano,45.437728,9.168557,"Famagosta M2, Mailand, Italien",Brescia,45.5415526,10.2118019,"Brescia, Italien",6.5,110,1,3,727674560-mailand-brescia,"[Milano, Brescia, Bolzano]",manual,online
3987,3987,https://www.blablacar.it/passaggio-milano-brescia-727122569,2017-01-21,17:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Brescia,45.532868,10.213129,"Stazione ferroviaria, Brescia",6.5,105,3,3,727122569-milano-brescia,"[Milano, Brescia]",auto,online
3988,3988,https://www.blablacar.it/passaggio-milano-modena-724215864,2017-01-21,17:00:00,Milano,45.4470768,9.2098737,"Piazzale Lodi, Milano, MI, Italia",Modena,44.647129059,10.925227165,Modena,14.0,171,3,3,724215864-milano-modena,"[Milano, Modena, Firenze]",auto,online
3989,3989,https://www.blablacar.it/passaggio-milano-poggio-rusco-727237754,2017-01-21,17:00:00,Milano,45.5025923,9.1538965,"Via Lambruschini, Milano, MI, Italia",Poggio Rusco,44.9781374,11.1178906,"Poggio Rusco, MN, Italia",16.5,222,3,3,727237754-milano-poggio-rusco,"[Milano, Poggio Rusco]",manual,online
3990,3990,https://www.blablacar.it/passaggio-milano-padova-726659249,2017-01-21,17:00:56,Milano,45.4654219,9.1859243,"Milano, Italia",Padova,45.4064349,11.8767611,"Padova PD, Italia",14.0,245,3,4,726659249-milano-padova,"[Milano, Padova]",manual,online
3991,3991,https://www.blablacar.it/passaggio-milan-brescia-723928964,2017-01-21,17:10:00,Milano,45.4654219,9.1859243,"Milan, Italie",Brescia,45.5415526,10.2118019,"Brescia, Italie",7.5,96,3,3,723928964-milan-brescia,"[Besançon, Milano, Brescia, Verona]",manual,online
3992,3992,https://www.blablacar.it/passaggio-milano-brescia-727563035,2017-01-21,17:20:06,Milano,45.5004127,9.1877764,"Via Valassina, 20159 Milano, Italia",Brescia,45.532868,10.213129,"Stazione ferroviaria, Brescia",6.5,96,3,3,727563035-milano-brescia,"[Milano, Brescia]",auto,online
3993,3993,https://www.blablacar.it/passaggio-milano-ovada-726858434,2017-01-21,17:30:00,Milano,45.4373698,9.1648233,"Famagosta, Milano, MI, Italia",Ovada,44.6361571,8.6396762,"Ovada, AL, Italia",9.5,110,2,3,726858434-milano-ovada,"[Milano, Ovada]",manual,online
3994,3994,https://www.blablacar.it/passaggio-milano-trento-727754580,2017-01-21,17:30:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Trento,46.0747793,11.1217486,"Trento, TN, Italia",13.0,224,1,1,727754580-milano-trento,"[Milano, Trento]",auto,online
3995,3995,https://www.blablacar.it/passaggio-milano-parma-727366880,2017-01-21,17:40:24,Milano,45.4654219,9.1859243,"Milano, Italia",Parma,44.801485,10.3279036,"Parma PR, Italia",8.5,128,2,3,727366880-milano-parma,"[Milano, Parma]",auto,online
3996,3996,https://www.blablacar.it/passaggio-milano-casello-piacenza-sud-piacenza-pc-italia-727739300,2017-01-21,18:00:00,Milano,45.4746722,9.205376,"Piazza Guglielmo Oberdan, Milano, MI, Italia","Casello Piacenza Sud, Piacenza, PC, Italia",45.0477148,9.7469664,"Casello Piacenza Sud, Piacenza, PC, Italia",6.5,69,1,2,727739300-milano-casello-piacenza-sud-piacenza-pc-italia,"[Milano, Parma]",manual,online
3997,3997,https://www.blablacar.it/passaggio-milano-torino-725370354,2017-01-21,18:00:45,Milano,45.4654219,9.1859243,"Milano, Italia",Torino,45.070312,7.6868565,"Torino, Italia",6.5,145,3,3,725370354-milano-torino,"[Milano, Torino]",manual,online
3998,3998,https://www.blablacar.it/passaggio-milano-aosta-727423800,2017-01-21,18:20:01,Milano,45.4973525,9.1855444,"Piazzale Carlo Maciachini, 20159 Milano, Italia",Aosta,45.7393306,7.3275917,"Piazza Arco D'Augusto, 11100 Aosta, Italia",12.0,184,3,3,727423800-milano-aosta,"[Milano, Aosta]",auto,online
3999,3999,https://www.blablacar.it/passaggio-milano-parma-727638755,2017-01-21,18:30:11,Milano,45.437393188,9.168777466,"Famagosta M2, Milan",Parma,44.8096943,10.3278035,"Stazione ferroviaria, Parma",9.5,126,3,3,727638755-milano-parma,"[Milano, Parma]",auto,online
4000,4000,https://www.blablacar.it/passaggio-milano-cesena-726672859,2017-01-21,18:30:40,Milano,45.484579,9.204914,"Stazione Centrale, Milan",Cesena,44.1396438,12.2464292,"Cesena FC, Italia",20.5,305,1,1,726672859-milano-cesena,"[Milano, Cesena]",manual,online
4001,4001,https://www.blablacar.it/passaggio-milano-reggio-emilia-724786104,2017-01-21,19:00:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Reggio Emilia,44.6989932,10.6296859,"Reggio Emilia, RE, Italia",9.5,155,3,3,724786104-milano-reggio-emilia,"[Milano, Reggio Emilia]",manual,online
4002,4002,https://www.blablacar.it/passaggio-milano-padova-727237384,2017-01-21,19:00:00,Milano,45.4470768,9.2098737,"Piazzale Lodi, Milano, MI, Italia",Padova,45.4064349,11.8767611,"Padova, PD, Italia",16.5,251,1,3,727237384-milano-padova,"[Milano, Padova]",manual,online
