,dep_day,dep_time,dep_city,dep_lat,dep_long,dep_addr,arr_city,arr_lat,arr_long,arr_addr,price,distance,seatsleft,seats,trip_id,stops,bookmode,booktype,arr_city_name,duration,recommended_price,country_code
1264,2017-02-06,16:30:00,Milano,45.4848,9.23559,"Stazione M2 Lambrate, MI",Pontremoli,44.3713,9.8816,"Pontremoli, MS",12.0,190,1,3,739227840-milano-pontremoli,"[Milano, Pontremoli, San Giuliano Terme]",auto,online,pontremoli,9600,10,IT
1265,2017-02-06,16:30:00,Milano,45.4654219,9.1859243,"Milano, Italia",Rimini,44.0678288,12.5695158,"Rimini RN, Italia",19.5,327,2,4,736173800-milano-rimini,"[Milano, Rimini]",manual,online,rimini,13800,18,IT
1266,2017-02-06,16:50:00,Milano,45.4654219,9.1859243,Firenze - Bologna - Milano,Como,45.8080597,9.0851765,"Como, CO",5.5,52,3,3,738452630-milano-como,"[Castiglione Del Lago, Milano, Como]",manual,online,como,4200,2,IT
1267,2017-02-06,17:00:00,Milano,45.4681548,9.217041,"Milano Dateo, Milano, MI",Chiasso,45.8366999,9.0246111,"Chiasso, Svizzera",5.5,58,3,4,739287045-milano-chiasso,"[Milano, Chiasso, Zurigo]",manual,online,chiasso,4200,3,CH
1268,2017-02-06,17:00:00,Milano,45.497525,9.1851432,"Maciachini, Milano, MI",Biella,45.557158,8.0673516,"Biella S.Paolo, Piazza San Paolo, Biella, BI",7.5,101,3,3,734622620-milano-biella,"[Milano, Biella]",manual,online,biella,6000,5,IT
1269,2017-02-06,17:00:00,Milano,45.487475,9.1615073,"Piazza Carlo Caneva, Milano, Italia",Verona,45.4383842,10.9916215,"Verona VR, Italia",9.5,166,3,3,737381040-milano-verona,"[Milano, Verona]",manual,online,verona,8400,8,IT
1270,2017-02-06,17:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Aosta,45.7349551,7.3130762,"Aosta, AO",14.0,186,2,3,738144040-milano-aosta,"[Milano, Aosta]",manual,online,aosta,9000,10,IT
1271,2017-02-06,17:00:00,Milano,45.4856,9.20399,"Milano Centrale, Piazza Duca D'Aosta, Milan, Italie",Strasburgo,48.5851,7.73425,"Place de la Gare, Strasbourg",28.5,478,1,2,731012445-milan-strasbourg,"[Milano, Strasburgo]",auto,online,strasburgo,21000,26,FR
1272,2017-02-06,17:00:41,Milano,45.437728,9.168557,"Famagosta M2, 20142 Milano, Italia",Finale Ligure,44.1689028,8.3416211,"17024 Finale Ligure SV, Italia",12.0,190,1,3,738386585-milano-finale-ligure,"[Milano, Finale Ligure]",auto,online,finale ligure,10200,10,IT
1273,2017-02-06,17:30:00,Milano,45.4372427,9.1681331,"Famagosta, 20142 Milano, Italia",Alba,44.7009153,8.0356911,"12051 Alba CN, Italia",9.5,146,1,2,737850430-milano-alba,"[Milano, Alba, Cuneo]",manual,online,alba,8400,8,IT
1274,2017-02-06,17:30:00,Milano,45.467670441,9.20823288,"Corso Concordia, 8, 20129 Milano, Italia",Bologna,44.494887,11.3426163,"Bologna, Italia",12.0,213,2,3,738773070-milano-bologna,"[Milano, Bologna]",manual,online,bologna,10200,11,IT
1275,2017-02-06,17:30:00,Milano,45.4654219,9.1859243,"Milano, MI",Lucca,43.8430785,10.5027198,"Lucca, LU",16.5,279,3,4,739001710-milano-lucca,"[Milano, Lucca]",auto,online,lucca,12600,15,IT
1276,2017-02-06,17:30:14,Milano,45.437393188,9.168777466,Famagosta M2,Genova,44.4056499,8.946256,"Genova, Italia",8.5,140,1,3,739673205-milano-genova,"[Milano, Genova]",manual,online,genova,9000,8,IT
1277,2017-02-06,18:00:00,Milano,45.46549,9.18588,"Milano, MI",Parma,44.801485,10.3279036,"Parma, PR",7.5,128,3,3,734534150-milano-parma,"[Milano, Parma]",manual,online,parma,6600,7,IT
1278,2017-02-06,18:00:00,Milano,45.4372427,9.1681331,"Famagosta, 20142 Milano, Italia",Genova,44.4148432,8.8969427,"Sampierdarena, Genova, Italia",8.5,133,3,3,738303815-milano-genova,"[Milano, Genova]",manual,online,genova,9000,8,IT
1279,2017-02-06,18:00:00,Milano,45.4372427,9.1681331,"Famagosta, 20142 Milano, Italia",Rapallo,44.3498211,9.2338889,"16035 Rapallo GE, Italia",9.5,161,3,3,739929665-milano-rapallo,"[Milano, Rapallo]",auto,online,rapallo,9600,9,IT
1280,2017-02-06,18:00:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Genova,44.4327835,8.7563773,"Genova Voltri, Genova, GE, Italia",9.5,146,1,1,723104404-milano-genova,"[Milano, Genova]",manual,online,genova,9000,8,IT
1281,2017-02-06,18:00:00,Milano,45.4654219,9.1859243,"Milano, Italia",Mogliano Veneto,45.5537964,12.2342958,"31021 Mogliano Veneto TV, Italia",12.0,271,1,2,739199285-milano-mogliano-veneto,"[Milano, Mogliano Veneto]",manual,online,mogliano veneto,12000,14,IT
1282,2017-02-06,18:00:46,Milano,45.4655,9.18588,"Milano, MI",Pisa,43.7228,10.4017,"Pisa, PI",17.5,282,2,3,737939540-milano-pisa,"[Milano, Pisa]",auto,online,pisa,12600,15,IT
1283,2017-02-06,18:10:00,Milano,45.465423584,9.18592453,Milan,Chambéry,45.564601898,5.917780876,Chambéry,25.0,344,1,3,738774235-milan-chambery,"[Bergamo, Milano, Chambéry, Lione]",auto,online,chambéry,15000,18,FR
1284,2017-02-06,18:20:00,Milano,45.4378,9.16841,"Famagosta m2, Milano, MI",Asti,44.901,8.20638,"Asti, AT",8.5,124,2,2,739231685-milano-1-asti,"[Milano, Asti]",auto,online,asti,6600,6,IT
1285,2017-02-06,18:20:40,Milano,45.4958746,9.1386971,"Viale Certosa, Milano, MI, Italia",Brescia,45.5415526,10.2118019,"Brescia, BS, Italia",6.5,99,2,2,720011544-milano-brescia,"[Milano, Brescia]",manual,online,brescia,5400,5,IT
1286,2017-02-06,18:30:00,Milano,45.4654219,9.1859243,"Milano, Italia",Brescia,45.541553497,10.211801529,Brescia,5.5,92,1,3,737597230-milano-brescia,"[Milano, Brescia, Verona]",auto,online,brescia,5400,5,IT
1287,2017-02-06,18:30:00,Milano,45.4654219,9.1859243,"Milano, MI",Friburgo In Brisgovia,47.9990077,7.8421043,"Friburgo in Brisgovia, Germania",28.5,407,4,4,736935815-mailand-freiburg-im-breisgau,"[Castel D'ario, Milano, Friburgo In Brisgovia, Kehl]",manual,online,friburgo in brisgovia,19200,22,DE
1288,2017-02-06,18:40:00,Milano,45.4654219,9.1859243,"Milano, MI",Lugano,46.0036778,8.951052,"Lugano, Svizzera",5.5,80,1,3,737263155-milano-lugano,"[Cittadella, Milano, Lugano, Berna]",manual,online,lugano,5400,4,CH
1289,2017-02-06,18:50:00,Milano,45.4654219,9.1859243,"Milano, MI",Torino,45.070312,7.6868565,"Torino, TO",8.5,141,3,3,735799880-milano-torino,"[Limbiate, Milano, Torino, Airali]",manual,online,torino,7200,8,IT
1290,2017-02-06,19:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Alba,44.6994475,8.0247005,"Alba, CN",10.5,153,3,3,738567770-milano-alba,"[Milano, Alba]",manual,online,alba,8400,8,IT
1291,2017-02-06,19:00:00,Milano,45.4654219,9.1859243,"Milano, Italia",Ventimiglia,43.7912366,7.6075864,"18039 Ventimiglia IM, Italia",17.5,286,3,4,739304210-milano-ventimiglia,"[Milano, Ventimiglia]",manual,online,ventimiglia,13200,15,IT
1292,2017-02-06,19:10:27,Milano,45.5055788,9.1591793,"Bovisa, Milano, Italia",San Donà Di Piave,45.630335,12.5660992,"30027 San Donà di Piave VE, Italia",14.0,303,1,2,738900170-milano-san-dona-di-piave,"[Milano, San Donà Di Piave]",manual,online,san donà di piave,13200,16,IT
1293,2017-02-06,19:20:00,Milano,45.4654219,9.1859243,"Milano, Italia",Genova,44.4056499,8.946256,"Genova, Italia",8.5,148,1,4,738177065-milano-genova,"[Milano, Genova]",auto,online,genova,9000,8,IT
1294,2017-02-06,19:30:00,Milano,45.4525878,9.1699506,"P.ta Genova, 20144 Milano, Italia",Bergamo,45.698265076,9.677269936,Bergamo,5.5,61,3,3,739603665-milano-bergamo,"[Milano, Bergamo, Trento]",auto,online,bergamo,4200,2,IT
1295,2017-02-06,19:30:00,Milano,45.437244415,9.168132782,"Famagosta, 20142 Milano, Italia",Asti,44.900753021,8.206425667,"14100 Asti AT, Italia",9.5,119,3,3,732651425-milano-asti,"[Milano, Asti]",manual,online,asti,6600,6,IT
1296,2017-02-06,19:30:00,Milano,45.4654219,9.1859243,"Milan, Italie",Locarno,46.1669988,8.7942643,"Locarno, Suisse",10.5,115,3,3,739406375-milan-locarno,"[Nizza, Milano, Locarno]",auto,online,locarno,6600,6,CH
1297,2017-02-06,19:30:15,Milano,45.437393188,9.168777466,"Famagosta M2, Milan",Rimini,44.0678288,12.5695158,"Rimini RN, Italia",23.0,333,2,2,739503065-milano-rimini,"[Milano, Rimini]",manual,online,rimini,13800,18,IT
1298,2017-02-06,20:00:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Frosinone,41.6431139,13.3471775,"Frosinone, FR, Italia",44.5,637,3,3,729742345-milano-frosinone,"[Milano, Frosinone]",manual,online,frosinone,25800,34,IT
1299,2017-02-06,20:10:13,Milano,45.4654219,9.1859243,"Milano, Italia",Soliera,44.7396413,10.9231459,"41019 Soliera MO, Italia",6.5,181,3,3,739014860-milano-soliera,"[Bergamo, Milano, Soliera]",manual,online,soliera,9000,9,IT
1300,2017-02-06,20:20:00,Milano,45.4654219,9.1859243,"Milano, Italia",Modena,44.647128,10.9252269,"Modena MO, Italia",10.5,179,3,3,739548835-milano-modena,"[Gallarate, Milano, Modena]",auto,online,modena,9000,9,IT
1301,2017-02-06,20:30:00,Milano,45.4654219,9.1859243,"Milano, Italia",Verona,45.4383842,10.9916215,"Verona VR, Italia",9.5,168,4,4,733088605-milano-verona,"[Milano, Verona]",manual,online,verona,8400,8,IT
1302,2017-02-06,20:30:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Bologna,44.494887,11.3426163,"Bologna, BO, Italia",9.5,216,1,3,739683800-milano-bologna,"[Milano, Bologna, Ravenna]",manual,online,bologna,10200,11,IT
1303,2017-02-06,20:30:39,Milano,45.4532979,9.1695933,"Milano Porta Genova, Piazzale Stazione Genova, 4, 20144 Milano, ",Savona,44.2975603,8.4645,Savona,9.5,173,2,3,738686420-milano-savona,"[Milano, Savona, Antibes]",manual,online,savona,9000,9,IT
1304,2017-02-06,20:40:00,Milano,45.4365307,9.1687066,"Milano - Famagosta, Milano, MI",Baar,47.1954759,8.5238318,"Baar, Bahnhof, Baar, Svizzera",25.0,270,4,4,734306000-milano-baar,"[Genova, Milano, Baar]",manual,online,baar,12600,14,CH
1305,2017-02-06,20:50:00,Milano,45.4654219,9.1859243,"Mailand, Italien",Zurigo,47.3768866,8.541694,"Zürich, Schweiz",17.5,282,1,3,735999445-mailand-zuerich,"[Bologna, Milano, Zurigo]",auto,online,zurigo,13800,15,CH
1306,2017-02-06,21:00:00,Milano,45.465423584,9.18592453,"Milano, MI, Italia",Pisa,43.722839355,10.401688576,"Pisa, PI, Italia",20.5,282,2,3,717941504-milano-pisa,"[Milano, Pisa, Pontedera]",manual,online,pisa,12600,15,IT
1307,2017-02-06,21:00:24,Milano,45.4654219,9.1859243,"Milano, Italia",Brescia,45.5415526,10.2118019,"Brescia BS, Italia",7.5,96,3,3,737357300-milano-brescia,"[Crevoladossola, Milano, Brescia, Verona]",auto,online,brescia,5400,5,IT
1308,2017-02-06,21:30:53,Milano,45.4654219,9.1859243,"Milano, Italia",Peschiera Del Garda,45.4396385,10.6865449,"37019 Peschiera del Garda VR, Italia",9.5,137,3,4,735454745-milano-peschiera-del-garda,"[Como, Milano, Peschiera Del Garda, Trento]",manual,online,peschiera del garda,6600,7,IT
1309,2017-02-06,21:40:00,Milano,45.465423584,9.18592453,"Milano, Italia",Venezia,45.493488312,12.246317863,"Mestre, Venezia, Italia",12.0,264,2,3,739648490-milano-venezia,"[Turate, Milano, Venezia]",auto,online,venezia,12000,14,IT
1310,2017-02-06,23:00:00,Milano,45.465423584,9.18592453,"Milano, MI",Venezia,45.461990356,12.217166901,"Marghera, Venezia, VE",17.5,262,3,3,738808175-milano-venezia,"[Milano, Venezia]",manual,online,venezia,12000,14,IT
1311,2017-02-06,23:20:00,Milano,45.4654219,9.1859243,"Milano, Italia",Gozzano,45.746784,8.4419547,"28024 Gozzano NO, Italia",6.5,80,3,3,739096170-milano-gozzano,"[Milano, Gozzano, Omegna]",manual,online,gozzano,4800,4,IT
1312,2017-02-06,00:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Monza,45.5845001,9.2744485,"Monza, MB",1.0,19,4,4,737587390-milano-monza,"[Milano, Monza, Bergamo]",none,no_booking,monza,3000,1,IT
1313,2017-02-06,01:30:00,Milano,45.4654219,9.1859243,"Milano, Italia",Trezzo Sull'adda,45.6105975,9.5156844,"20056 Trezzo sull'Adda MI, Italia",2.0,43,3,3,738432450-milano-trezzo-sull-adda,"[Milano, Trezzo Sull'adda]",none,no_booking,trezzo sull'adda,3000,1,IT
1314,2017-02-06,04:30:00,Milano,45.4562173,9.2308528,"Via Cesare Lombroso, Milano, MI, Italia",San Donato Milanese,45.4092402,9.2684867,"San Donato Milanese, MI, Italia",3.0,8,4,4,726235499-milano-san-donato-milanese,"[Milano, San Donato Milanese]",none,no_booking,san donato milanese,2400,1,IT
1315,2017-02-06,06:30:00,Milano,45.4654219,9.1859243,"Piazzale Istria M5 lilla, Milano, MI",Bergamo,45.6982642,9.6772698,"Bergamo, BG",3.0,52,2,2,721178334-milano-bergamo,"[Milano, Bergamo]",none,no_booking,bergamo,4200,2,IT
1316,2017-02-06,06:40:00,Milano,45.4611912,9.163798,"Piazzale Aquileia, Milano, Italia",Legnano,45.5926654,8.9206733,"Piazza Carroccio, 20025 Legnano MI, Italia",1.0,28,3,3,726145544-milano-legnano,"[Milano, Legnano]",none,no_booking,legnano,3000,1,IT
1317,2017-02-06,07:00:00,Milano,45.4612682,9.136384,"Bande Nere, Milano, MI",Bergamo,45.6914563,9.6756358,"Bergamo Stazione, Bergamo, BG",4.0,58,3,3,736329875-milano-bergamo,"[Milano, Bergamo]",none,no_booking,bergamo,4200,2,IT
1318,2017-02-06,07:00:00,Milano,45.4654219,9.1859243,Milano,Varese,45.8205989,8.8250576,Varese,4.0,60,3,3,735093485-milano-varese,"[Milano, Varese]",none,no_booking,varese,4200,3,IT
1319,2017-02-06,07:00:12,Milano,45.4682808,9.1610952,"Pagano, 20145 Milano, Italia",Bergamo,45.6982642,9.6772698,"Bergamo BG, Italia",3.0,58,3,3,739314055-milano-bergamo,"[Milano, Bergamo]",none,no_booking,bergamo,4200,2,IT
1320,2017-02-06,07:10:00,Milano,45.4439666,9.1676975,Milano Romolo,Certosa Di Pavia,45.2532295,9.1282854,"Certosa di Pavia, PV",2.0,26,3,3,735856600-milano-certosa-di-pavia,"[Milano, Certosa Di Pavia, Pavia]",none,no_booking,certosa di pavia,3600,1,IT
1321,2017-02-06,07:10:01,Milano,45.46549,9.18588,"Milano, MI","Orio al Serio - Aeroporto, Orio al serio, BG",45.6659203,9.6953431,"Orio al Serio - Aeroporto, Orio al serio, BG",4.0,52,3,3,731313495-milano-orio-al-serio-aeroporto-orio-al-serio-bg,[Milano],none,no_booking,orio al serio,3600,2,IT
1322,2017-02-06,07:20:00,Milano,45.4761671,9.1368904,"San Siro, Milano, MI",Ferno,45.6468235,8.7233618,"Malpensa Terminal 2, Ferno, VA",3.0,44,3,3,704511783-milano-ferno,"[Milano, Ferno]",none,no_booking,ferno,3600,2,IT
1323,2017-02-06,07:30:00,Milano,45.4654219,9.1859243,"Milano, Italia",Lodi,45.3097228,9.503716,"26900 Lodi LO, Italia",2.0,43,3,3,732859120-milano-lodi,"[Milano, Lodi, Piacenza]",none,no_booking,lodi,3600,2,IT
1324,2017-02-06,07:30:00,Milano,45.468491,9.1552276,"Wagner, Milano, Italia","Aeroporto Internazionale di Orio al Serio (BGY), Via Aeroporto, ",45.6695707,9.7036313,"Aeroporto Internazionale di Orio al Serio (BGY), Via Aeroporto, ",3.0,58,3,3,720098724-milano-aeroporto-internazionale-di-orio-al-serio-bgy-via-aeroporto-13-24050-orio-al-serio-bg-italia,[Milano],none,no_booking,orio al serio,3600,2,IT
1325,2017-02-06,07:40:00,Milano,45.4842475,9.2348298,"Lambrate Fs, Milano, MI",Sesto San Giovanni,45.523612,9.228796,"Sesto Marelli, Sesto San Giovanni, MI",1.0,6,3,3,729889470-milano-sesto-san-giovanni,"[Truccazzano, Milano, Sesto San Giovanni]",none,no_booking,sesto san giovanni,2400,1,IT
1326,2017-02-06,07:40:00,Milano,45.4761671,9.1368904,"San Siro, Milano, MI",Costa Masnaga,45.7656615,9.2761754,"Costa Masnaga, LC",2.0,45,4,4,696874370-milano-costa-masnaga,"[Milano, Costa Masnaga]",none,no_booking,costa masnaga,3600,2,IT
1327,2017-02-06,07:40:00,Milano,45.4398412,9.2241566,"Piazzale Luigi Emanuele Corvetto, Milano, MI, Italia",Piacenza,45.0474228,9.6865687,"Piacenza, PC, Italia",3.0,64,3,3,721181804-milano-piacenza,"[Milano, Piacenza]",none,no_booking,piacenza,4800,3,IT
1328,2017-02-06,07:50:00,Milano,45.4752622,9.1489885,"Via Monte Cervino, 2, Milano, MI",Milano,45.4792774,9.1484093,"Via Guglielmo Silva, Milano, MI",1.0,0,3,3,729151125-milano-milano-1,"[Milano, Rho]",none,no_booking,milano,-1,-1,IT
1329,2017-02-06,07:50:00,Milano,45.468491,9.1552276,"Wagner, Milano, Italia","Aeroporto Internazionale di Orio al Serio (BGY), Via Aeroporto, ",45.6695707,9.7036313,"Aeroporto Internazionale di Orio al Serio (BGY), Via Aeroporto, ",3.0,58,3,3,738085775-milano-aeroporto-internazionale-di-orio-al-serio-bgy-via-aeroporto-13-24050-orio-al-serio-bg-italia,[Milano],none,no_booking,orio al serio,3600,2,IT
1330,2017-02-06,08:00:00,Milano,45.4369176,9.2127697,"Via Marco D'Agrate, 20139 Milano, Italia",Milano,45.4654219,9.1859243,"Milano, Italia",1.0,6,1,1,703183608-milano-milano-1,[Milano],none,no_booking,milano,-1,-1,IT
1331,2017-02-06,08:10:00,Milano,45.4858877,9.2042827,"Stazione Centrale di Milano, Milano, MI",Milano,45.4861631,9.2163838,"Piazzale Loreto, Milano, MI",1.0,2,3,3,693532372-milano-3-milano-4,[Milano],none,no_booking,milano,-1,-1,IT
1332,2017-02-06,08:10:00,Milano,45.4648963,9.143028,"Gambara, Milano, MI, Italia",Segrate,45.4935729,9.2950831,"Via Achille Grandi, Segrate, MI, Italia",2.0,22,3,3,731470310-milano-segrate,"[Milano, Segrate]",none,no_booking,segrate,2400,1,IT
1333,2017-02-06,08:30:00,Milano,45.4836397,9.1867424,"Garibaldi Fs, 20124 Milano, Italia",Nibionno,45.7487463,9.269818,"23895 Nibionno LC, Italia",3.0,35,4,4,713512299-milano-nibionno,"[Milano, Nibionno]",none,no_booking,nibionno,3600,2,IT
1334,2017-02-06,09:00:00,Milano,45.4457383,9.2130018,"Corso Lodi, Milano, Italia",Monza,45.5779395,9.2729334,"Monza, Piazza Castello, 20900 Monza MB, Italia",1.0,24,3,3,732002315-milano-monza,"[Milano, Monza]",none,no_booking,monza,3000,1,IT
1335,2017-02-06,09:40:00,Milano,45.4800336,9.142841,"Piazzale Lorenzo Lotto, Milano, MI",Milano,45.4452414,9.146816,"Viale Giulio Richard, 1, Milano, MI",3.0,5,3,3,727028129-milano-2-milano-1,[Milano],none,no_booking,milano,-1,-1,IT
1336,2017-02-06,10:00:46,Milano,45.4654219,9.1859243,"Milano, Italia",Bergamo,45.6982642,9.6772698,"Bergamo BG, Italia",3.0,52,3,3,737840975-milano-bergamo,"[Milano, Bergamo]",none,no_booking,bergamo,4200,2,IT
1337,2017-02-06,13:30:00,Milano,45.4549824,9.1239775,"Inganni, 20147 Milano, Italia",Sesto San Giovanni,45.5328245,9.2256875,"20099 Sesto San Giovanni MI, Italia",1.0,25,3,3,723329694-milano-sesto-san-giovanni,"[Milano, Sesto San Giovanni]",none,no_booking,sesto san giovanni,2400,1,IT
1338,2017-02-06,13:35:00,Milano,45.437728,9.168557,"Famagosta m2, Milano, MI",Milano,45.4553804,9.1129255,"Bisceglie, Milano, MI",1.0,18,3,3,732930940-milano-milano-1,"[Pavia, Milano, Cornaredo]",none,no_booking,milano,-1,-1,IT
1339,2017-02-06,14:10:00,Milano,45.4968398,9.1773385,"Viale Edoardo Jenner, Milano, MI",Milano,45.4994498,9.1686269,"Via degli Imbriani, Milano, MI",1.0,1,1,1,695707462-milano-2-milano-1,[Milano],none,no_booking,milano,-1,-1,IT
1340,2017-02-06,16:00:00,Milano,45.4727208,9.1919316,"Via dell'Annunciata, 20121 Milano, Italia",Sesto San Giovanni,45.5328245,9.2256875,"20099 Sesto San Giovanni MI, Italia",1.0,12,3,3,702336253-milano-sesto-san-giovanni,"[Milano, Sesto San Giovanni]",none,no_booking,sesto san giovanni,2400,1,IT
1341,2017-02-06,16:20:00,Milano,45.4654219,9.1859243,"Milano, Italia",Calolziocorte,45.8003717,9.431899,"23801 Calolziocorte LC, Italia",3.0,67,3,3,732558035-milano-calolziocorte,"[Milano, Calolziocorte]",none,no_booking,calolziocorte,4800,2,IT
1342,2017-02-06,17:00:00,Milano,45.4883969,9.2277906,"Via Accademia, 61, Milano, MI",Milano,45.4104313,9.174776,"Via dei Missaglia, 139, Milano, MI",1.0,25,4,4,693535666-milano-milano-1,[Milano],none,no_booking,milano,-1,-1,IT
1343,2017-02-06,17:00:00,Milano,45.4589553,9.1702658,"Piazza Sant'Agostino, Milano, MI",Piacenza,45.0474228,9.6865687,"Piacenza, PC",3.0,70,3,3,736579475-milano-piacenza,"[Milano, Piacenza]",none,no_booking,piacenza,4800,3,IT
1344,2017-02-06,17:00:40,Milano,45.4654219,9.1859243,"Milano, Italia",Cassano D'adda,45.526634,9.5140979,"Cassano d'Adda, MI, Italia",2.0,50,3,3,732731000-milano-cassano-d-adda,"[Milano, Cassano D'adda]",none,no_booking,cassano d'adda,3600,1,IT
1345,2017-02-06,17:50:59,Milano,45.4655866,9.2302016,"Via Lomellina, Milano, Italia",Azzano San Paolo,45.6596702,9.6746896,"24052 Azzano San Paolo BG, Italia",3.0,50,3,3,736617210-milano-azzano-san-paolo,"[Milano, Azzano San Paolo]",none,no_booking,azzano san paolo,3600,2,IT
1346,2017-02-06,18:00:00,Milano,45.461504,9.1364845,"Bande Nere, Milano, MI",Corbetta,45.4695652,8.9189319,"Corbetta, MI",1.0,23,2,2,735097670-milano-corbetta,"[Milano, Corbetta]",none,no_booking,corbetta,3000,1,IT
1347,2017-02-06,18:00:00,Milano,45.5055788,9.1591793,milano bovisa,Sesto Calende,45.7307015,8.6365972,sesto calende,4.0,55,3,3,738611255-milano-sesto-calende,"[Milano, Sesto Calende, Taino]",none,no_booking,sesto calende,4200,3,IT
1348,2017-02-06,18:00:51,Milano,45.4654219,9.1859243,"Milano, Italia",Bergamo,45.6982642,9.6772698,"Bergamo BG, Italia",4.0,60,2,2,739213865-milano-bergamo,"[Milano, Bergamo]",none,no_booking,bergamo,4200,2,IT
1349,2017-02-06,18:20:00,Milano,45.4536158,9.1409823,"Lorenteggio, Milano, MI",Corbetta,45.4695652,8.9189319,"Corbetta, MI",1.0,23,2,2,724648384-milano-corbetta,"[Milano, Corbetta, Magenta]",none,no_booking,corbetta,3000,1,IT
1350,2017-02-06,18:20:00,Milano,45.4792774,9.1484093,"Via Guglielmo Silva, Milano, MI",Milano,45.4752622,9.1489885,"Via Monte Cervino, 2, Milano, MI",1.0,0,3,3,729151190-milano-1-milano,"[Rho, Milano]",none,no_booking,milano,-1,-1,IT
1351,2017-02-06,18:20:00,Milano,45.4842475,9.2348298,"Lambrate Fs, Milano, MI",Segrate,45.4808772,9.2984946,"Segrate (Stazione), Segrate, MI",1.0,7,3,3,729889695-milano-segrate,"[Sesto San Giovanni, Milano, Segrate, Truccazzano]",none,no_booking,segrate,2400,1,IT
1352,2017-02-06,18:40:00,Milano,45.437728,9.168557,"Famagosta m2, Milano, MI",Pavia,45.1846496,9.1580295,"Pavia, PV",3.0,38,3,3,732931100-milano-pavia,"[Cornaredo, Milano, Pavia]",none,no_booking,pavia,4200,2,IT
1353,2017-02-06,19:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Novara,45.44693,8.6221612,"Novara, NO",3.0,51,3,3,738875670-milano-novara,"[Milano, Novara]",none,no_booking,novara,4200,3,IT
1354,2017-02-06,19:30:00,Milano,45.4445585,9.1675967,"Romolo m2, Milano, MI",Settala,45.4548814,9.3927566,"Settala, MI",1.0,23,3,3,737771385-milano-settala,"[Milano, Settala, Fornovo San Giovanni]",none,no_booking,settala,3000,1,IT
1355,2017-02-06,19:30:00,Milano,45.4654219,9.1859243,"Milano, Italia",Trezzo Sull'adda,45.6105975,9.5156844,"20056 Trezzo sull'Adda MI, Italia",2.0,37,3,3,738432930-milano-trezzo-sull-adda,"[Milano, Trezzo Sull'adda]",none,no_booking,trezzo sull'adda,3000,1,IT
1356,2017-02-06,19:30:00,Milano,45.4654219,9.1859243,"Milano, Italia",San Giuliano Milanese,45.3937633,9.2920102,"20098 San Giuliano Milanese MI, Italia",2.0,16,3,3,739396115-milano-san-giuliano-milanese,"[Milano, San Giuliano Milanese]",none,no_booking,san giuliano milanese,2400,1,IT
1357,2017-02-06,21:00:00,Milano,45.5047175,9.1800085,"Dergano M3, Milano, MI",Novegro-Tregarezzo,45.4616677,9.2766397,"Aeroporto di Milano Linate, Novegro-Tregarezzo, MI",1.0,13,3,3,736691890-milano-novegro-tregarezzo,"[Milano, Novegro-Tregarezzo]",none,no_booking,novegro-tregarezzo,2400,1,IT
1358,2017-02-06,21:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Sesto San Giovanni,45.5328244,9.2256854,"Sesto San Giovanni, MI",1.0,10,3,3,726192599-milano-sesto-san-giovanni,"[Sesto Calende, Milano, Sesto San Giovanni]",none,no_booking,sesto san giovanni,2400,1,IT
1359,2017-02-06,21:50:35,Milano,45.4372427,9.1681331,"Famagosta, 20142 Milano, Italia",Binasco,45.3317093,9.0996141,"20082 Binasco MI, Italia",1.0,15,4,4,740007640-milano-binasco,"[Milano, Binasco]",none,no_booking,binasco,3000,1,IT
1360,2017-02-06,22:50:00,Milano,45.4654219,9.1859243,"Milano, Italia",Varese,45.8205989,8.8250576,"21100 Varese VA, Italia",4.0,60,3,3,739107015-milano-varese,"[Milano, Varese]",none,no_booking,varese,4200,3,IT
1361,2017-02-06,23:00:55,Milano,45.4621099,9.2310372,"Viale Corsica, Milano, Italia",Bergamo,45.6982642,9.6772698,"Bergamo BG, Italia",3.0,51,3,3,738643360-milano-bergamo,"[Milano, Bergamo]",none,no_booking,bergamo,4200,2,IT
1362,2017-02-07,04:20:00,Milano,45.46549,9.18588,"Milano, MI",Pesaro,43.9124802,12.9157027,"Pesaro, PU",23.0,364,3,3,721747529-milano-pesaro,"[Milano, Pesaro, Giardino Della Galla]",manual,online,pesaro,15000,20,IT
1363,2017-02-07,06:10:00,Milano,45.5042041,9.1762181,"Dergano, Milano, MI, Italia",Montebelluna,45.775491,12.0439904,"Montebelluna, TV, Italia",17.5,267,3,3,719400594-milano-montebelluna,"[Milano, Montebelluna]",manual,online,montebelluna,13200,14,IT
1364,2017-02-07,06:20:00,Milano,45.4861631,9.2163838,"Piazzale Loreto, Milano, MI",Verona,45.4186492,10.9811318,"Piazzale Fiera, Verona, VR",6.5,154,2,3,739218405-milano-verona,"[Milano, Verona]",auto,online,verona,8400,8,IT
