,Unnamed: 0,link,dep_day,dep_time,dep_city,dep_lat,dep_long,dep_addr,arr_city,arr_lat,arr_long,arr_addr,price,distance,seatsleft,seats,trip_id,stops,bookmode,booktype,arr_city_name
325,325,https://www.blablacar.it/passaggio-milano-trento-753908335,2017-03-03,09:00:22,Milano,45.5055788,9.1591793,"Bovisa, Milano, Italia",Trento,46.0726,11.120056,"Trento-Stazione Fs, 38122 Trento, Italia",13.0,225,1,4,753908335-milano-trento,"[Milano, Trento]",auto,online,Trento
326,326,https://www.blablacar.it/passaggio-milano-benna-754117640,2017-03-03,09:00:58,Milano,45.4861631,9.2163838,"Piazzale Loreto, Milano, Italia",Benna,45.5091269,8.1283062,"13871 Benna BI, Italia",7.5,96,2,2,754117640-milano-benna,"[Milano, Benna]",auto,online,Benna
327,327,https://www.blablacar.it/passaggio-milano-torino-755135085,2017-03-03,09:30:00,Milano,45.4654219,9.1859243,"Milano, Italia",Torino,45.070312,7.6868565,"Torino, Italia",6.5,146,2,3,755135085-milano-torino,"[Milano, Torino]",manual,online,Torino
328,328,https://www.blablacar.it/passaggio-milano-sarzana-753119420,2017-03-03,09:30:00,Milano,45.4654,9.18592,"Milano, MI Famagosta MM",Sarzana,44.1114,9.96322,Sarzana,16.5,226,2,3,753119420-milano-sarzana,"[Milano, Sarzana]",manual,online,Sarzana
329,329,https://www.blablacar.it/passaggio-milano-aeroporto-orio-al-serio-bergamo-754698125,2017-03-03,09:30:25,Milano,45.4509398,9.1918872,"Viale Bligny, Milano, Italia","Aeroporto (Orio al Serio), Bergamo",45.664947,9.699609,"Aeroporto (Orio al Serio), Bergamo",5.5,59,2,3,754698125-milano-aeroporto-orio-al-serio-bergamo,"[Milano, Verona]",manual,online,Orio al Serio
330,330,https://www.blablacar.it/passaggio-milano-venezia-755271410,2017-03-03,09:40:00,Milano,45.4842475,9.2348298,"Lambrate Fs, 20131 Milano, Italia",Venezia,45.4934881,12.2463181,"Mestre, Venezia, VE",17.5,261,3,3,755271410-milano-venezia,"[Milano, Venezia, Treviso]",auto,online,Venezia
331,331,https://www.blablacar.it/passaggio-milano-piacenza-753782725,2017-03-03,09:50:00,Milano,45.4654219,9.1859243,"Milano, MI",Piacenza,45.0526206,9.6929845,"Piacenza, PC",6.5,71,4,4,753782725-milano-piacenza,"[Bergamo, Milano, Piacenza, Roma]",manual,online,Piacenza
332,332,https://www.blablacar.it/passaggio-milano-riccione-753342850,2017-03-03,09:50:22,Milano,45.437393188,9.168777466,"Famagosta M2, Milano",Riccione,43.999296,12.6555485,"47838 Riccione RN, Italia",15.0,338,3,4,753342850-milano-riccione,"[Magnago, Milano, Riccione]",manual,online,Riccione
333,333,https://www.blablacar.it/passaggio-milano-mendrisio-753141820,2017-03-03,10:00:00,Milano,45.4822842,9.164532,"Corso Sempione, Milano, MI",Mendrisio,45.8738451,8.9790318,"Mendrisio, Fox Town, Mendrisio, Svizzera",5.5,56,3,3,753141820-milano-mendrisio,"[Milano, Mendrisio, Zurigo]",manual,online,Mendrisio
334,334,https://www.blablacar.it/passaggio-milano-genova-753094035,2017-03-03,10:00:00,Milano,45.4913078,9.2370671,"Piazzale Udine, 20132 Milano, Italia",Genova,44.3837051,9.0391431,"Nervi, 16167 Genova, Italia",9.5,166,1,1,753094035-milano-genova,"[Milano, Genova]",manual,online,Genova
335,335,https://www.blablacar.it/passaggio-milano-livigno-754255050,2017-03-03,10:00:00,Milano,45.48604357,9.216095656,Loreto M1-M2,Livigno,46.538636,10.1357319,"23030 Livigno SO, Italia",15.0,233,2,2,754255050-milano-livigno,"[Milano, Livigno]",auto,online,Livigno
336,336,https://www.blablacar.it/passaggio-milano-padova-752164340,2017-03-03,10:00:00,Milano,45.437728,9.168557,"Famagosta M2, 20142 Milano, Italia",Padova,45.3921703,11.9416378,"Corso Stati Uniti, 35127 Padova PD, Italia",17.5,258,2,3,752164340-milano-padova,"[Milano, Padova]",auto,online,Padova
337,337,https://www.blablacar.it/passaggio-milano-trieste-752304225,2017-03-03,10:00:00,Milano,45.4681807,9.1610115,"Pagano M1, Milano, MI",Trieste,45.6495264,13.7768182,Trieste,26.5,415,2,3,752304225-milano-trieste,"[Milano, Trieste, Lubiana]",manual,online,Trieste
338,338,https://www.blablacar.it/passaggio-milano-firenze-751762300,2017-03-03,10:00:15,Milano,45.4409167,9.2226184,"Corvetto M3, 20139 Milano, Italia",Firenze,43.7695604,11.2558136,"Firenze, Italia",18.5,310,1,3,751762300-milano-firenze,"[Milano, Firenze]",manual,online,Firenze
339,339,https://www.blablacar.it/passaggio-milano-piacenza-752731045,2017-03-03,10:00:28,Milano,45.4515142,9.2030248,"Porta Romana, 20135 Milano, Italia",Piacenza,45.0526206,9.6929845,Piacenza,5.5,64,2,3,752731045-milano-piacenza,"[Milano, Piacenza, Parma]",manual,online,Piacenza
340,340,https://www.blablacar.it/passaggio-milano-mantova-753495220,2017-03-03,10:10:00,Milano,45.4372427,9.1681331,"Famagosta, Milano, MI",Mantova,45.1569197,10.790902,"Mantova, MN",9.5,162,2,2,753495220-milano-mantova,"[Pavia, Milano, Mantova]",manual,online,Mantova
341,341,https://www.blablacar.it/passaggio-mailand-parma-754021765,2017-03-03,10:20:00,Milano,45.4654219,9.1859243,"Mailand, Italien",Parma,44.8015,10.32751,"Parma, Italien",10.5,132,2,2,754021765-mailand-parma,"[Heidelberg, Milano, Parma]",auto,online,Parma
342,342,https://www.blablacar.it/passaggio-milano-genova-755322015,2017-03-03,10:20:49,Milano,45.443210602,9.167404175,"Milano Romolo, 20143 Milano, Italia",Genova,44.406799316,8.946169853,"Brignole Fs/, 16121 Genova, Italia",9.5,141,4,4,755322015-milano-genova,"[Milano, Genova]",manual,online,Genova
343,343,https://www.blablacar.it/passaggio-milano-bologna-755178540,2017-03-03,10:30:00,Milano,45.4304199,9.1763022,"Piazza Abbiategrasso, Milano, MI",Bologna,44.494887,11.3426163,Bologna,13.0,214,1,3,755178540-milano-bologna,"[Milano, Bologna, Ferrara]",auto,online,Bologna
344,344,https://www.blablacar.it/passaggio-milano-bibione-754187225,2017-03-03,10:30:00,Milano,45.4861631,9.2163838,"Piazzale Loreto, Milano, MI",Bibione,45.6361321,13.0614876,"Bibione, VE",25.0,354,1,2,754187225-milano-bibione,"[Milano, Bibione]",manual,online,Bibione
345,345,https://www.blablacar.it/passaggio-milano-parma-753736425,2017-03-03,10:30:04,Milano,45.4839709,9.2060969,"Centrale, Milano, Italia",Parma,44.8096943,10.3278035,"Stazione ferroviaria, Parma",8.5,127,3,3,753736425-milano-parma,"[Milano, Parma]",manual,online,Parma
346,346,https://www.blablacar.it/passaggio-milano-brescia-754290440,2017-03-03,10:30:22,Milano,45.4654219,9.1859243,"Milano, Italia",Brescia,45.5415526,10.2118019,Brescia,5.5,96,1,2,754290440-milano-brescia,"[Milano, Brescia, Vicenza]",auto,online,Brescia
347,347,https://www.blablacar.it/passaggio-milano-darfo-755102890,2017-03-03,11:00:00,Milano,45.4655,9.18588,"Milano, MI",Darfo,45.8816,10.1878,"Darfo Boario Terme, BS",6.5,127,3,3,755102890-milano-darfo,"[Milano, Darfo]",manual,online,Darfo
348,348,https://www.blablacar.it/passaggio-milano-bologna-752721570,2017-03-03,11:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Bologna,44.494887,11.3426163,Bologna,15.0,216,4,4,752721570-milano-bologna,"[Milano, Bologna, Napoli]",manual,online,Bologna
349,349,https://www.blablacar.it/passaggio-milano-bologna-751737200,2017-03-03,11:20:00,Milano,45.458626,9.181873,MI,Bologna,44.494887,11.3426163,"Bologna, BO",9.5,214,1,4,751737200-milano-bologna,"[Sankt Margrethen, Milano, Bologna, Cattolica]",auto,online,Bologna
350,350,https://www.blablacar.it/passaggio-via-virgilio-ferrari-20141-milano-mi-italia-bologna-753113230,2017-03-03,11:20:00,"Via Virgilio Ferrari, 20141 Milano MI, Italia",45.424404144,9.197372437,"Via Virgilio Ferrari, 20141 Milano MI, Italia",Bologna,44.494888306,11.342616081,Bologna,15.0,208,1,4,753113230-via-virgilio-ferrari-20141-milano-mi-italia-bologna,"[Bologna, Bari]",manual,online,Bologna
351,351,https://www.blablacar.it/passaggio-milano-savona-754321220,2017-03-03,11:30:00,Milano,45.437728,9.168557,"Famagosta M2, 20142 Milano, Italia",Savona,44.297561646,8.464500427,Savona,16.5,171,1,3,754321220-milano-savona,"[Milano, Savona, Saint-Raphaël]",auto,online,Savona
352,352,https://www.blablacar.it/passaggio-milano-pordenone-754693045,2017-03-03,11:30:00,Milano,45.4654219,9.1859243,"Milano, Italia",Pordenone,45.9626398,12.6551362,"33170 Pordenone PN, Italia",19.5,344,2,3,754693045-milano-pordenone,"[Milano, Pordenone]",manual,online,Pordenone
353,353,https://www.blablacar.it/passaggio-milano-bassano-del-grappa-752283990,2017-03-03,11:30:17,Milano,45.4690621,9.1481373,"De Angeli, 20149 Milano, Italia",Bassano Del Grappa,45.7657286,11.7272747,"36061 Bassano del Grappa VI, Italia",17.5,252,1,2,752283990-milano-bassano-del-grappa,"[Milano, Bassano Del Grappa]",auto,online,Bassano Del Grappa
354,354,https://www.blablacar.it/passaggio-milano-torino-755426030,2017-03-03,12:00:00,Milano,45.4756927,9.1724514,"Arco della Pace, Piazza Sempione, 20154 Milano, Italia",Torino,45.070312,7.6868565,"Torino, Italia",13.0,142,4,4,755426030-milano-torino,"[Milano, Torino]",manual,online,Torino
355,355,https://www.blablacar.it/passaggio-mailand-vaduz-752714720,2017-03-03,12:00:00,Milano,45.4650203,9.1857233,"Mailand, Metro Station Milano Assago Forum",Vaduz,47.1383007,9.5217274,"Vaduz, Post, Vaduz, Liechtenstein",16.5,260,3,3,752714720-mailand-vaduz,"[Nizza, Milano, Vaduz]",manual,online,Vaduz
356,356,https://www.blablacar.it/passaggio-milano-barbarano-vicentino-753022565,2017-03-03,12:00:00,Milano,45.4654219,9.1859243,"Milano, Italia",Barbarano Vicentino,45.409921,11.5395817,"36021 Barbarano Vicentino VI, Italia",17.5,207,3,3,753022565-milano-barbarano-vicentino,"[Milano, Barbarano Vicentino]",manual,online,Barbarano Vicentino
357,357,https://www.blablacar.it/passaggio-milano-firenze-754023400,2017-03-03,12:00:00,Milano,45.4655,9.18588,"Milano, MI",Firenze,43.7696,11.2558,"Firenze, FI",17.5,318,1,3,754023400-milano-firenze,"[Milano, Firenze, Poggibonsi]",auto,online,Firenze
358,358,https://www.blablacar.it/passaggio-milano-alpignano-754146930,2017-03-03,12:10:00,Milano,45.4654219,9.1859243,"Milano, Italia",Alpignano,45.0929488,7.523704,"10091 Alpignano TO, Italia",12.0,158,3,3,754146930-milano-alpignano,"[Borgoricco, Milano, Alpignano]",manual,online,Alpignano
359,359,https://www.blablacar.it/passaggio-milano-firenze-754834610,2017-03-03,12:20:00,Milano,45.4372427,9.1681331,"Famagosta, 20142 Milano, Italia",Firenze,43.774704,11.2490443,"Santa Maria Novella, Firenze, Italia",28.5,303,1,3,754834610-milano-firenze,"[Milano, Firenze]",manual,online,Firenze
360,360,https://www.blablacar.it/passaggio-milano-la-spezia-754438125,2017-03-03,12:30:00,Milano,45.484249115,9.234829903,"Lambrate Fs, 20131 Milano, Italia",La Spezia,44.111335754,9.813383102,"Stazione La Spezia Centrale, 19122 La Spezia SP, Italia",16.5,223,1,3,754438125-milano-la-spezia,"[Milano, La Spezia]",manual,online,La Spezia
361,361,https://www.blablacar.it/passaggio-milano-firenze-736189970,2017-03-03,12:30:00,Milano,45.465423584,9.18592453,"Milano, Italia",Firenze,43.769561768,11.255813599,Firenze,28.5,318,2,3,736189970-milano-firenze,"[Milano, Firenze, Roma]",manual,online,Firenze
362,362,https://www.blablacar.it/passaggio-milano-carrara-752608295,2017-03-03,12:30:13,Milano,45.4536158,9.1409823,"Lorenteggio, Milano, Italia",Carrara,44.0793245,10.097677,"54033 Carrara MS, Italia",16.5,241,1,2,752608295-milano-carrara,"[Milano, Carrara]",manual,online,Carrara
363,363,https://www.blablacar.it/passaggio-milano-rimini-755322370,2017-03-03,12:30:49,Milano,45.48548,9.238142,"Lambrate M2, Milano",Rimini,44.0678288,12.5695158,"Rimini RN, Italia",20.5,330,3,3,755322370-milano-rimini,"[Milano, Rimini]",auto,online,Rimini
364,364,https://www.blablacar.it/passaggio-milano-bologna-754796795,2017-03-03,13:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Bologna,44.494887,11.3426163,"Bologna, BO",13.0,216,4,4,754796795-milano-bologna,"[Milano, Bologna, Civitanova Marche]",manual,online,Bologna
365,365,https://www.blablacar.it/passaggio-milano-rimini-747385005,2017-03-03,13:00:00,Milano,45.46549,9.18588,"Milano, MI",Rimini,44.0678288,12.5695158,"Rimini, RN",20.5,333,2,4,747385005-milano-rimini,"[Milano, Rimini, Macerata]",manual,online,Rimini
366,366,https://www.blablacar.it/passaggio-milano-villaco-755256170,2017-03-03,13:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Villaco,46.60856,13.85062,"Villaco, Austria",23.0,500,3,3,755256170-milano-villaco,"[Milano, Villaco]",auto,online,Villaco
367,367,https://www.blablacar.it/passaggio-milano-riccione-754601430,2017-03-03,13:00:40,Milano,45.4654219,9.1859243,"Milano, Italia",Riccione,43.999296,12.6555485,"47838 Riccione RN, Italia",19.5,339,1,3,754601430-milano-riccione,"[Milano, Riccione]",auto,online,Riccione
368,368,https://www.blablacar.it/passaggio-mailand-huenfeld-751877180,2017-03-03,13:10:54,Milano,45.48604357,9.216095656,"Loreto M1-M2, Milano",Hünfeld,50.68135,9.74658,"Ziegelei 6, 36088 Hünfeld, Deutschland",40.5,726,2,2,751877180-mailand-huenfeld,"[Milano, Hünfeld]",auto,online,Hünfeld
369,369,https://www.blablacar.it/passaggio-milan-verone-754717560,2017-03-03,13:20:34,Milano,45.48604357,9.216095656,"Loreto M1-M2, Milano",Verona,45.429272,10.981383,"Porta Nuova, Verona",7.5,157,1,3,754717560-milan-verone,"[Six-Fours-les-Plages, Milano, Verona]",manual,online,Verona
370,370,https://www.blablacar.it/passaggio-milano-cesena-753219610,2017-03-03,13:20:45,Milano,45.4654219,9.1859243,"Milano, Italia",Cesena,44.1396438,12.2464292,"Cesena FC, Italia",16.5,305,2,3,753219610-milano-cesena,"[Milano, Cesena, Rimini]",manual,online,Cesena
371,371,https://www.blablacar.it/passaggio-milano-darfo-753617780,2017-03-03,13:30:00,Milano,45.4842475,9.2348298,"Lambrate Fs, Milano, MI",Darfo,45.8815885,10.1877542,"Darfo Boario Terme, BS",6.5,100,2,3,753617780-milano-darfo,"[Milano, Darfo]",manual,online,Darfo
372,372,https://www.blablacar.it/passaggio-milano-sondrio-753635890,2017-03-03,13:30:00,Milano,45.437728,9.168557,"Famagosta M2, 20142 Milano, Italia",Sondrio,46.171097,9.8693402,"Via Alessi, 12, 23100 Sondrio SO, Italia",9.5,159,3,3,753635890-milano-sondrio,"[Milano, Sondrio]",manual,online,Sondrio
373,373,https://www.blablacar.it/passaggio-milano-trento-755072510,2017-03-03,13:30:00,Milano,45.4681807,9.1610115,"Pagano M1, Milano, MI",Trento,46.0726,11.120056,"Trento-Stazione Fs, Trento, TN",17.5,231,1,3,755072510-milano-trento,"[Milano, Trento]",manual,online,Trento
374,374,https://www.blablacar.it/passaggio-milano-pordenone-754378955,2017-03-03,13:30:00,Milano,45.4437333,9.1676768,"Romolo, 20143 Milano, Italia",Pordenone,45.9626398,12.6551362,"33170 Pordenone PN, Italia",23.0,360,2,3,754378955-milano-pordenone,"[Milano, Pordenone]",manual,online,Pordenone
375,375,https://www.blablacar.it/passaggio-milano-termoli-754807510,2017-03-03,13:30:00,Milano,45.4858877,9.2042827,"Stazione Centrale di Milano, Milano, MI",Termoli,42.0005331,14.9952839,"Termoli, CB",41.5,684,1,1,754807510-milano-termoli,"[Milano, Termoli]",auto,online,Termoli
376,376,https://www.blablacar.it/passaggio-milano-udine-753445800,2017-03-03,13:30:34,Milano,45.4654219,9.1859243,"Milano, Italia",Udine,46.0710668,13.2345794,"33100 Udine UD, Italia",23.0,381,2,2,753445800-milano-udine,"[Milano, Udine]",auto,online,Udine
377,377,https://www.blablacar.it/passaggio-milano-ronchi-753946240,2017-03-03,13:40:00,Milano,45.465423584,9.18592453,"Milano, MI, Italia",Ronchi,46.182262421,9.856982231,"Sondrio, SO, Italia",8.5,138,2,2,753946240-milano-ronchi,"[Milano, Ronchi]",manual,online,Ronchi
378,378,https://www.blablacar.it/passaggio-milano-bologna-754132750,2017-03-03,14:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Bologna,44.494887,11.3426163,Bologna,12.0,216,3,3,754132750-milano-bologna,"[Milano, Bologna, Pescara]",manual,online,Bologna
379,379,https://www.blablacar.it/passaggio-milano-ladispoli-751896255,2017-03-03,14:00:00,Milano,45.48604357,9.216095656,Loreto M1-M2,Ladispoli,41.9535512,12.081702,"Cerveteri-Ladispoli, 00055 Ladispoli RM, Italia",34.0,571,1,2,751896255-milano-ladispoli,"[Milano, Ladispoli]",manual,online,Ladispoli
380,380,https://www.blablacar.it/passaggio-milano-lecce-753354730,2017-03-03,14:00:00,Milano,45.46549,9.18588,MILANO STAZIONE MM Molino Dorino,Lecce,40.3515155,18.1750161,lecce,50.0,1032,2,2,753354730-milano-lecce,"[Milano, Lecce]",auto,online,Lecce
381,381,https://www.blablacar.it/passaggio-milano-genova-755223305,2017-03-03,14:00:23,Milano,45.4372427,9.1681331,"Famagosta, 20142 Milano, Italia",Genova,44.4066464,8.945211,Stazione Brignole,12.0,141,2,3,755223305-milano-genova,"[Milano, Genova]",manual,online,Genova
382,382,https://www.blablacar.it/passaggio-milano-genova-755125640,2017-03-03,14:00:39,Milano,45.4345069,9.1682434,"Via Giovanni Palatucci, 20142 Milano, Italia",Genova,44.4066382,8.9468423,"Genova Brignole, Piazza Giuseppe Verdi, 2, 16121 Genova, Italia",10.5,140,3,4,755125640-milano-genova,"[Milano, Genova]",auto,online,Genova
383,383,https://www.blablacar.it/passaggio-milano-asti-755215480,2017-03-03,14:00:40,Milano,45.4654219,9.1859243,"Milano, Italia",Asti,44.9007512,8.2064257,"14100 Asti AT, Italia",7.5,127,1,3,755215480-milano-asti,"[Milano, Asti]",auto,online,Asti
384,384,https://www.blablacar.it/passaggio-milano-verona-750273765,2017-03-03,14:10:00,Milano,45.465423584,9.18592453,Milano,Verona,45.43838501,10.991621971,Verona,15.0,160,3,3,750273765-milano-verona,"[Settimo Torinese, Milano, Verona]",manual,online,Verona
385,385,https://www.blablacar.it/passaggio-milano-prato-752977220,2017-03-03,14:10:00,Milano,45.4654219,9.1859243,"Milano, Italia",Prato,43.8777049,11.102228,"59100 Prato PO, Italia",20.5,297,2,3,752977220-milano-prato,"[Stabio, Milano, Prato]",auto,online,Prato
386,386,https://www.blablacar.it/passaggio-milano-aeroporto-orio-al-serio-bergamo-754294105,2017-03-03,14:20:00,Milano,45.4654219,9.1859243,"Milano, MI","Aeroporto (Orio al Serio), Bergamo",45.664947,9.699609,"Aeroporto (Orio al Serio), Bergamo",5.5,52,2,2,754294105-milano-aeroporto-orio-al-serio-bergamo,"[Torino, Milano]",manual,online,Orio al Serio
387,387,https://www.blablacar.it/passaggio-milano-orio-al-serio-aeroporto-orio-al-serio-bergamo-746074590,2017-03-03,14:20:00,Milano,45.4372427,9.1681331,"Famagosta, Milano, MI","Orio al Serio - Aeroporto, Orio al serio, Bergamo",45.6659203,9.6953431,"Orio al Serio - Aeroporto, Orio al serio, Bergamo",5.5,74,2,3,746074590-milano-orio-al-serio-aeroporto-orio-al-serio-bergamo,"[Genova, Milano]",auto,online,Orio al Serio
388,388,https://www.blablacar.it/passaggio-milano-tavernelle-753192965,2017-03-03,14:20:00,Milano,45.437728,9.168557,"Famagosta M2, Milano, MI",Tavernelle,43.7357711,12.8890586,"Via Flaminia, Tavernelle, PU",24.0,391,1,1,753192965-milano-tavernelle,"[Stabio, Milano, Tavernelle]",auto,online,Tavernelle
389,389,https://www.blablacar.it/passaggio-milano-folgaria-755376340,2017-03-03,14:20:58,Milano,45.4654219,9.1859243,"Milano, Italia",Folgaria,45.9157117,11.1718073,"38064 Folgaria TN, Italia",18.5,221,3,3,755376340-milano-folgaria,"[Milano, Folgaria]",manual,online,Folgaria
390,390,https://www.blablacar.it/passaggio-milano-aeroporto-arrivi-nazionali-orio-al-serio-bergamo-753781170,2017-03-03,14:30:00,Milano,45.440324,9.2246814,"Piazzale Luigi Emanuele Corvetto, Milano, MI","AEROPORTO Arrivi Nazionali, Orio al serio, Bergamo",45.66571,9.698217,"AEROPORTO Arrivi Nazionali, Orio al serio, Bergamo",5.5,56,3,3,753781170-milano-aeroporto-arrivi-nazionali-orio-al-serio-bergamo,"[Milano, Verona]",manual,online,Orio al Serio
391,391,https://www.blablacar.it/passaggio-milano-verona-752705675,2017-03-03,14:30:00,Milano,45.465423584,9.18592453,"Milano, Italia",Verona,45.43838501,10.991621971,"Verona VR, Italia",9.5,160,3,3,752705675-milano-verona,"[Milano, Verona, Montebello Vicentino]",manual,online,Verona
392,392,https://www.blablacar.it/passaggio-milan-turin-750902560,2017-03-03,14:30:00,Milano,45.4654219,9.1859243,"Milan, Italie",Torino,45.070312,7.6868565,"Turin, Italie",9.5,151,3,3,750902560-milan-turin,"[Monza, Milano, Torino, Chambéry]",manual,online,Torino
393,393,https://www.blablacar.it/passaggio-milano-la-spezia-753014960,2017-03-03,14:30:00,Milano,45.45853,9.16979,"Piazza Sant'Agostino, 20, 20123 Milano, Italia",La Spezia,44.1079716,9.8289493,"Piazza Europa, 13, 19124 La Spezia SP, Italia",15.0,222,1,1,753014960-milano-la-spezia,"[Milano, La Spezia]",manual,online,La Spezia
394,394,https://www.blablacar.it/passaggio-milano-budrio-754407395,2017-03-03,14:30:00,Milano,45.4818609,9.1643593,"Corso Sempione, Milano, MI",Budrio,44.5388539,11.5360478,"Budrio, BO",16.5,258,2,3,754407395-milano-budrio,"[Milano, Budrio]",manual,online,Budrio
395,395,https://www.blablacar.it/passaggio-milano-rimini-754606470,2017-03-03,14:30:00,Milano,45.4437333,9.1676768,"Romolo, 20143 Milano, Italia",Rimini,44.0678288,12.5695158,"Rimini RN, Italia",20.5,334,1,3,754606470-milano-rimini,"[Milano, Rimini]",auto,online,Rimini
396,396,https://www.blablacar.it/passaggio-milano-udine-753445505,2017-03-03,14:30:00,Milano,45.453131,9.1788477,"Piazza Ventiquattro Maggio, 10, 20123 Milano, Italia",Udine,46.0562141,13.2417952,"Stazione Fs Lato Fs, 33100 Udine UD, Italia",28.5,387,1,2,753445505-milano-udine,"[Milano, Udine]",auto,online,Udine
397,397,https://www.blablacar.it/passaggio-milano-viterbo-754355635,2017-03-03,14:30:00,Milano,45.4654219,9.1859243,"Milano, Italia",Viterbo,42.4206766,12.107669,"01100 Viterbo VT, Italia",34.0,515,2,2,754355635-milano-viterbo,"[Milano, Viterbo]",manual,online,Viterbo
398,398,https://www.blablacar.it/passaggio-milano-bologna-755034010,2017-03-03,14:30:14,Milano,45.4848397,9.1364844,"Quartiere Triennale 8, 20148 Milano, Italia",Bologna,44.490466955,11.329339743,"Porta Saragozza, Bologna",12.0,234,2,3,755034010-milano-bologna,"[Milano, Bologna]",auto,online,Bologna
399,399,https://www.blablacar.it/passaggio-milano-thiene-754613850,2017-03-03,14:30:46,Milano,45.4654219,9.1859243,"Milano, Italia",Thiene,45.7070408,11.4773537,"Thiene VI, Italia",12.0,241,2,4,754613850-milano-thiene,"[Milano, Thiene]",auto,online,Thiene
400,400,https://www.blablacar.it/passaggio-milano-genova-754213825,2017-03-03,14:40:50,Milano,45.437393188,9.168777466,Famagosta M2,Genova,44.4056499,8.946256,"Genova, Italia",9.5,141,1,3,754213825-milano-genova,"[Milano, Genova]",manual,online,Genova
401,401,https://www.blablacar.it/passaggio-milano-verona-754437875,2017-03-03,14:50:00,Milano,45.4654219,9.1859243,"Milano, MI",Verona,45.4383842,10.9916215,"Verona, VR",8.5,160,1,3,754437875-milano-verona,"[Torino, Milano, Verona, Lubiana]",manual,online,Verona
402,402,https://www.blablacar.it/passaggio-milano-genova-755378320,2017-03-03,15:00:00,Milano,45.4621873,9.2157372,"Corso XXII Marzo, Milano, Italia",Genova,44.3977059,8.9659399,"Albaro, Genova, Italia",9.5,149,1,3,755378320-milano-genova,"[Milano, Genova]",auto,online,Genova
403,403,https://www.blablacar.it/passaggio-milano-genova-753552060,2017-03-03,15:00:00,Milano,45.437728,9.168557,"Famagosta M2, 20142 Milano, Italia",Genova,44.3977059,8.9659399,"Albaro, Genova, Italia",9.5,144,1,3,753552060-milano-genova,"[Milano, Genova]",auto,online,Genova
404,404,https://www.blablacar.it/passaggio-milano-faenza-755515460,2017-03-03,15:00:00,Milano,45.5042041,9.1762181,"Dergano, Milano, Italia",Faenza,44.3206228,11.9022829,"Via S. Silvestro, 163, 48018 Faenza RA, Italia",16.5,269,2,2,755515460-milano-faenza,"[Milano, Faenza]",manual,online,Faenza
405,405,https://www.blablacar.it/passaggio-milano-firenze-754265145,2017-03-03,15:00:00,Milano,45.4873878,9.2152204,"Loreto, Milano, Italia",Firenze,43.792861,11.2303719,"Novoli, 50127 Firenze, Italia",20.5,296,1,2,754265145-milano-firenze,"[Milano, Firenze]",manual,online,Firenze
406,406,https://www.blablacar.it/passaggio-milano-macerata-753563710,2017-03-03,15:00:33,Milano,45.48604357,9.216095656,"Loreto M1-M2, Milano",Macerata,43.2984268,13.4534767,"62100 Macerata MC, Italia",34.0,474,1,2,753563710-milano-macerata,"[Milano, Macerata]",manual,online,Macerata
407,407,https://www.blablacar.it/passaggio-milano-ravenna-753446315,2017-03-03,15:00:56,Milano,45.4654,9.18592,Milano,Ravenna,44.4184,12.2035,Ravenna,18.5,296,3,3,753446315-milano-ravenna,"[Milano, Ravenna]",manual,online,Ravenna
408,408,https://www.blablacar.it/passaggio-milano-san-benedetto-del-tronto-754563670,2017-03-03,15:00:57,Milano,45.4372427,9.1681331,"Famagosta, 20142 Milano, Italia",San Benedetto Del Tronto,42.9609785,13.8746469,"63074 San Benedetto del Tronto AP, Italia",30.5,505,2,2,754563670-milano-san-benedetto-del-tronto,"[Milano, San Benedetto Del Tronto]",manual,online,San Benedetto Del Tronto
409,409,https://www.blablacar.it/passaggio-milano-ovada-755070675,2017-03-03,15:10:00,Milano,45.4360004,9.1664958,"Milano - Famagosta, Milano, MI",Ovada,44.6361571,8.6396762,"Ovada, AL,",7.5,109,3,3,755070675-milano-ovada,"[Milano, Ovada, Albisola Superiore]",auto,online,Ovada
410,410,https://www.blablacar.it/passaggio-milano-loano-748420990,2017-03-03,15:10:00,Milano,45.4655,9.18588,"Milano, MI",Loano,44.1306,8.26097,"Loano, SV",15.0,204,1,4,748420990-milano-loano,"[Bergamo, Milano, Loano]",auto,online,Loano
411,411,https://www.blablacar.it/passaggio-milano-monfalcone-754600555,2017-03-03,15:10:00,Milano,45.4654219,9.1859243,"Milano, MI",Monfalcone,45.8050468,13.5331727,"Monfalcone, GO",23.0,381,2,3,754600555-milano-monfalcone,"[Milano, Monfalcone]",manual,online,Monfalcone
412,412,https://www.blablacar.it/passaggio-milano-savona-753820200,2017-03-03,15:20:43,Milano,45.437728,9.168557,"Famagosta M2, 20142 Milano, Italia",Savona,44.2975603,8.4645,"17100 Savona SV, Italia",12.0,171,2,3,753820200-milano-savona,"[Milano, Savona]",manual,online,Savona
413,413,https://www.blablacar.it/passaggio-milano-genova-755018595,2017-03-03,15:30:00,Milano,45.4372427,9.1681331,"Famagosta, 20142 Milano, Italia",Genova,44.4148432,8.8969427,"Sampierdarena, Genova, Italia",7.5,136,2,3,755018595-milano-genova,"[Milano, Genova]",auto,online,Genova
